	tilTemra_001	tilTemra_002	tilTemra_003	pTemra_001	pTemra_002	pTemra_003
ENSG00000145681.L01	0	0	0	0	0	0
ENSG00000145685.L01	0	0.0604304	0.457412	0	0.0986341	0.0997246
ENSG00000145685.L02	0.0592941	0	0	0.0963479	0	0
ENSG00000145687.L01	15.2826	15.8149	19.2871	4.1948	4.20967	4.20497
ENSG00000145692.L01	0	0	0.130861	0.0300822	0.0306042	0.0309588
ENSG00000145700.L01	0.680689	0.691718	0.821271	0.205411	0.210627	0.212705
ENSG00000145703.L01	26.9917	26.1864	19.7893	38.8615	38.5568	40.3561
ENSG00000145708.L01	0	0	0	0	0	0
ENSG00000145715.L01	17.2212	17.5922	11.5553	12.3416	12.6682	12.7625
ENSG00000145721.L01	0	0	0.0334668	0.0353902	0.0362459	0.0366118
ENSG00000145723.L01	3.49121	3.54826	0.746899	3.01977	3.08765	3.10674
ENSG00000145725.L01	21.1973	17.8689	15.0537	14.6432	11.8341	11.7625
ENSG00000145730.L01	13.7009	13.8449	8.10453	19.8794	20.1798	20.2697
ENSG00000145734.L01	9.85262	10.145	10.7867	13.1424	13.4298	14.2019
ENSG00000145736.L01	1.74585	1.78189	1.97827	1.77603	1.82532	1.83716
ENSG00000145740.L01	12.2142	12.4244	10.1345	12.5382	12.6664	12.7026
ENSG00000145741.L01	376.862	381.236	460.053	358.483	364.146	366.806
ENSG00000145743.L01	18.0266	18.4984	14.2097	19.7763	20.3598	18.2505
ENSG00000145757.L01	0.159275	0.162081	0.0835818	0.245936	0.251287	0.25311
ENSG00000145777.L01	0.030713	0.0313206	0	0.032434	0.0332999	0.0335042
ENSG00000145779.L01	82.4227	83.0528	46.6305	55.5497	56.5612	56.8359
ENSG00000145780.L01	10.7207	9.92583	9.38692	11.5671	10.4937	10.475
ENSG00000145781.L01	0	0	13.7509	0	0	12.5273
ENSG00000145782.L01	30.499	31.2962	39.5262	40.7495	41.7448	41.5633
ENSG00000145794.L01	0	0	0	0.00913726	0.00932497	0.00938692
ENSG00000145808.L01	0	0	0	0	0	0
ENSG00000145817.L01	20.1311	17.5948	24.1627	21.9921	16.3411	16.4698
ENSG00000145819.L01	26.7585	24.7637	32.4062	29.2027	27.8856	30.9553
ENSG00000145824.L01	0	0	0.36301	0	0	0
ENSG00000145826	0	0	0	0	0	0
ENSG00000145832.L01	0	0	0	0.0686771	0.0681489	0.0678818
ENSG00000145839	0	0	0	0	0	0
ENSG00000145861	0	0	0.0268104	0	0	0
ENSG00000145863.L01	0	0	0	0	0	0
ENSG00000145864.L01	0	0	0.00894392	0	0	0
ENSG00000145868.L01	30.8243	29.058	27.2794	21.1381	19.8765	20.0001
ENSG00000145879.L01	0.0594884	0.06069	0.185572	0.0628669	0.0648871	0.0652284
ENSG00000145882.L01	15.1177	15.5613	13.8356	7.09575	7.40094	8.27282
ENSG00000145888.L01	0.0339239	0.0342798	0	0	0	0
ENSG00000145901.L01	56.6094	56.8695	49.9024	63.6328	63.291	64.1936
ENSG00000145907.L01	20.5401	21.0514	25.3405	25.4339	26.1733	26.5648
ENSG00000145907.L02	0.83805	0.939477	0.798418	1.11743	1.24448	2.12129
ENSG00000145908.L01	1.0778	1.13368	2.90778	0.378462	0.387756	0.3908
ENSG00000145911.L01	2.75803	2.74956	2.67499	0.363646	0.362199	0.298389
ENSG00000145912	46.6201	46.3687	43.1953	48.3573	48.1145	48.2096
ENSG00000145916.L01	11.3663	11.3723	10.3472	5.64226	5.64194	5.66236
ENSG00000145919.L01	8.71278	8.7197	12.1582	8.75635	8.79716	9.59381
ENSG00000145920.L01	0.0201701	0.0184889	0.0129733	0.0719629	0.0704872	0.0699853
ENSG00000145934.L01	0.00496762	0.00500787	0	0	0	0
ENSG00000145936	0.0306318	0.0309567	0	0	0	0
ENSG00000145945	1.23275	1.22198	0.297441	1.76099	1.74387	1.74268
ENSG00000145949.L01	0.237123	0.240265	0.63836	0.360217	0.365694	0.368107
ENSG00000145965	0.249661	0.255348	0.225421	0.44984	0.463944	0.465445
ENSG00000145975	1.62996	1.66227	0	0	0	0
ENSG00000145982.L01	14.8381	14.9616	15.1873	13.9663	15.4548	15.568
ENSG00000145996.L01	11.4938	8.96237	12.5519	9.91606	7.63608	9.17566
ENSG00000146001	0	0	0	0	0	0
ENSG00000146005.L01	0.238569	0.300235	0.238002	0.536311	0.523464	0.527254
ENSG00000146006.L01	0.0263727	0.0268421	0	0.0962741	0.0986596	0.0995199
ENSG00000146013	0	0	0.0394885	0	0	0
ENSG00000146021.L01	5.92903	6.00836	7.61991	3.73473	3.79305	3.80313
ENSG00000146038	0.073485	0.0744223	0	0	0	0
ENSG00000146039.L01	0	0	0	0	0	0
ENSG00000146047	0	0	0	0	0	0
ENSG00000146049	0.0448301	0.0449041	0	0	0	0
ENSG00000146054.L01	0.765295	1.36294	1.71273	1.07102	0.305896	0.306227
ENSG00000146054.L02	1.35638	0	0	0.308157	0	0
ENSG00000146063.L01	15.477	14.9289	13.1499	26.2927	25.4652	25.8642
ENSG00000146066	122.01	121.558	125.795	148.055	146.993	146.388
ENSG00000146067.L01	96.4427	89.8407	85.9424	88.9239	82.248	85.6499
ENSG00000146070.L01	0.118138	0.120184	0.314824	0	0	0
ENSG00000146072	0.12463	0.12515	1.37096	0.0190124	0.0191271	0.0192112
ENSG00000146083.L01	96.9788	96.545	91.8759	97.7199	98.7441	101.525
ENSG00000146085.L01	5.57908	5.68045	4.69392	3.41828	3.50332	3.57986
ENSG00000146090.L01	0	0	0	0	0	0
ENSG00000146094.L01	0.964636	0.956249	1.25245	1.13695	1.13413	1.20524
ENSG00000146109.L01	28.1433	28.3337	21.4051	34.9198	35.175	35.2361
ENSG00000146112	63.5333	63.8392	54.6467	133.892	134.113	134.916
ENSG00000146122.L01	0.0140938	0.0141561	0.097591	0.00864299	0.00867697	0.0087517
ENSG00000146143.L01	7.08149	7.19476	3.9565	6.14683	6.27215	6.74561
ENSG00000146151.L01	0	0	0	0	0	0
ENSG00000146166.L01	0.013172	0.0134322	0.0239244	0	0	0
ENSG00000146192.L01	2.50522	2.50976	2.97678	1.37442	1.37058	1.37108
ENSG00000146197.L01	0.151377	0.152395	0.151191	0.551109	0.555153	0.559319
ENSG00000146197.L02	0.104078	0	0	0.363844	0	0
ENSG00000146197.L03	0	0	0	0.115882	0	0
ENSG00000146205.L01	0.0607643	0.0608333	0.229157	0	0	0
ENSG00000146215.L01	0.94952	0.660503	1.15066	1.44272	1.42499	1.63897
ENSG00000146216.L01	0.0177783	0.017634	0.0200605	0.0241299	0.0238856	0.0440749
ENSG00000146221.L01	0	0.131712	0.0979802	0	0.0580327	0.0584453
ENSG00000146223.L01	22.4896	22.7471	22.9249	19.549	19.8142	20.0654
ENSG00000146232.L01	0	11.5656	16.4989	0	12.6869	12.969
ENSG00000146233.L01	0	0	0	0	0	0
ENSG00000146242.L01	0.0228001	0.0228011	0.206412	0.0482928	0.0484075	0.04838
ENSG00000146243	0	0	0.684616	0	0	1.42936
ENSG00000146243.L01	1.04932	1.05016	0	1.41371	1.42682	0
ENSG00000146247.L01	17.8811	18.2117	17.3979	19.2628	19.8428	19.3455
ENSG00000146250	0	0	0.0492167	0	0	0
ENSG00000146263.L01	5.30064	5.38441	4.14224	4.54591	4.63689	5.23572
ENSG00000146267.L01	0	0	0	0	0	0
ENSG00000146276.L01	0	0	0	0	0	0
ENSG00000146278.L01	345.69	346.487	302.939	205.513	207.768	207.753
ENSG00000146281.L01	7.88039	8.05018	4.28824	3.51834	3.71076	3.67736
ENSG00000146282.L01	13.4533	13.5946	13.2012	11.6893	11.6912	11.9196
ENSG00000146285.L01	52.2457	52.4465	53.2058	33.4535	32.024	34.6553
ENSG00000146350.L01	2.48361	2.0758	2.90089	1.65665	1.32513	2.09911
ENSG00000146352	0	0	0	0	0	0
ENSG00000146360	0	0	0	0	0	0
ENSG00000146373.L01	0.13164	0.132305	0.289151	1.1993	1.20328	1.20711
ENSG00000146374.L01	0	0	0.0425123	0	0	0
ENSG00000146376.L01	7.78774	7.84178	5.93038	11.3478	11.7007	11.4204
ENSG00000146378.L01	0	0	0	0	0	0
ENSG00000146383	0	0	0	0	0	0
ENSG00000146385	0	0	0	0	0	0
ENSG00000146386	0	0	44.5963	0	0	38.8661
ENSG00000146386.L01	57.2208	58.1904	0	40.4657	40.9885	0
ENSG00000146399	0	0	0	0	0	0
ENSG00000146409.L01	14.9855	14.6905	10.1775	5.16974	5.12076	5.18714
ENSG00000146410.L01	2.89818	2.96001	0.477689	1.39126	1.4225	1.41482
ENSG00000146411	0.119603	0.121924	0.103087	0.209539	0.21469	0.216607
ENSG00000146411.L01	0	0.741137	1.60257	0	2.94901	2.96772
ENSG00000146414.L01	1.30076	1.30494	0.359525	0.885275	0.889766	0.889597
ENSG00000146414.L02	0.365254	5.56712	6.20232	0.236626	7.74676	7.79798
ENSG00000146414.L03	5.46585	0	0	7.56606	0	0
ENSG00000146416.L01	6.88928	6.96297	7.9134	7.81328	7.89372	7.93619
ENSG00000146425.L01	53.5484	53.2519	57.041	110.006	112.57	108.68
ENSG00000146453	0.0299105	0.0301793	0.271331	0.104206	0.105162	0.105576
ENSG00000146457	67.7406	68.7648	76.53	56.6178	57.8271	58.0995
ENSG00000146463.L01	8.66441	8.6123	11.8815	8.16821	8.56293	9.22507
ENSG00000146469.L01	0	0	0	0	0	0
ENSG00000146476.L01	3.65047	3.71846	2.6266	3.6116	3.70974	3.72954
ENSG00000146477.L01	0.0233987	0.0237176	0.134785	0.184797	0.188005	0.188899
ENSG00000146521	0	0	0	0	0	0
ENSG00000146530.L01	0.867832	0.882515	0.507946	0.0271515	0.0277083	0.0279111
ENSG00000146535.L01	7.91826	7.91	10.5879	14.1414	14.1523	14.1704
ENSG00000146540.L01	26.8643	26.616	18.9274	56.2696	55.6684	57.4336
ENSG00000146555.L01	0.467028	0.458737	0.410695	0	0	0
ENSG00000146576.L01	31.5586	31.4679	28.7948	37.5086	37.3039	37.0862
ENSG00000146592.L01	0.0679687	0.0665983	0.155467	0	0	0
ENSG00000146618	0	0	0	0	0	0
ENSG00000146648.L01	0.0121872	0.0122247	0.787871	0	0	0
ENSG00000146670.L01	2.43511	2.43731	2.41648	0.894005	0.921643	0.92182
ENSG00000146674.L01	8.74601	8.91884	7.26973	8.02013	8.61211	8.19067
ENSG00000146676	0	2.66345	3.63774	0	9.06432	9.11025
ENSG00000146676.L01	2.87825	0	0	9.49422	0	0
ENSG00000146678	0	0	0	0	0	0
ENSG00000146700.L01	0	0	0	0	0	0
ENSG00000146701.L01	55.334	55.1926	42.67	74.7318	74.4407	73.0428
ENSG00000146707.L01	5.86644	5.86302	7.25152	5.38179	5.43985	5.44895
ENSG00000146722	1.2963	1.30045	1.105	0.716359	0.718569	0.721904
ENSG00000146733.L01	2.74791	2.76178	8.0571	3.51592	3.55371	3.55695
ENSG00000146755.L01	0	0	0	0	0	0
ENSG00000146757	6.13015	6.25778	4.46916	7.56619	7.79492	7.85659
ENSG00000146776.L01	15.6291	13.6936	17.191	20.6129	19.0927	19.4696
ENSG00000146802.L01	12.5654	12.751	12.4019	11.6035	11.82	11.8593
ENSG00000146809.L01	0	0	0	0	0	0
ENSG00000146826.L01	35.0944	39.0153	27.6582	33.3133	34.9737	32.8467
ENSG00000146828.L01	31.84	32.8889	24.0458	36.1504	35.9688	34.8179
ENSG00000146830.L01	31.8903	31.2643	29.7887	44.2101	43.6975	42.8834
ENSG00000146834.L01	34.7213	34.7219	71.9263	25.8612	25.7881	26.0341
ENSG00000146839.L01	0	0	0.0224628	0	0	0
ENSG00000146842.L01	7.63724	7.77391	4.99518	9.09213	9.28713	9.39063
ENSG00000146856	0	0	1.86164	0	0	0.754438
ENSG00000146856.L01	3.18931	3.22705	0	1.16809	1.18354	0
ENSG00000146856.L02	1.15652	0	0	0.389991	0	0
ENSG00000146857	0	0	0	0	0	0
ENSG00000146858	0	0.0747245	0	0	0	0
ENSG00000146858.L01	0.151843	0	0.112162	0	0	0
ENSG00000146859	18.832	18.9992	28.5846	16.3743	16.5531	16.6499
ENSG00000146859.L01	1.88818	1.91817	1.7879	5.70803	5.81206	5.86074
ENSG00000146872.L01	20.5309	19.6783	16.0353	24.9163	24.0571	23.8894
ENSG00000146904.L01	20.9807	21.0842	29.9485	0.872344	0.876473	0.881306
ENSG00000146909.L01	11.4846	11.519	13.6353	8.78808	7.60467	8.29801
ENSG00000146910	0	0	0	0.0364122	0.037352	0.037557
ENSG00000146918.L01	3.40646	3.45275	3.92446	4.36078	4.42692	4.45316
ENSG00000146926.L01	0	0	0	0	0	0
ENSG00000146938.L01	0	0	0.0368602	0	0	0
ENSG00000146950.L01	0	0	0.0361162	0	0	0
ENSG00000146955.L01	0.55932	0.563168	0.595469	0.856905	0.864563	0.869008
ENSG00000146966.L01	0	0	0.0337183	0.403902	0.40632	0.408772
ENSG00000147003	0.14584	0.14874	0.177404	0	0	0
ENSG00000147010.L01	43.2215	43.5248	39.163	76.4087	77.1651	77.5475
ENSG00000147027	0	0	0	0	0	0
ENSG00000147036.L01	0.15827	0.159223	0.0774606	1.20842	1.22303	1.22539
ENSG00000147041.L01	0	0	0.0115619	0	0	0
ENSG00000147044.L01	28.0454	29.4294	35.0352	12.2211	12.7607	12.7075
ENSG00000147050.L01	18.433	20.8957	41.8752	17.0689	19.8655	19.7261
ENSG00000147059	0	0	0.0418419	0	0	0.231493
ENSG00000147065.L01	213.112	214.975	194.782	408.943	412.598	416.4
ENSG00000147081.L01	0	0	0.0162754	0.0295083	0.0300699	0.0303823
ENSG00000147082.L01	0.0617391	0.0626371	0.28238	0.41125	0.418041	0.422532
ENSG00000147099.L01	4.53642	3.92527	4.4072	6.14562	6.46905	6.25403
ENSG00000147100.L01	0.154369	0.156026	0.220091	0	0	0
ENSG00000147113.L01	0	0	0.0804026	0	0	0
ENSG00000147117	0	0	0.37124	0	0	0.237332
ENSG00000147117.L01	0.307453	0.303278	0	0.252726	0.235156	0
ENSG00000147119.L01	1.19674	1.16808	1.88722	3.85278	4.36944	4.31662
ENSG00000147121.L01	8.48829	8.60625	7.18446	5.87797	5.91543	5.96383
ENSG00000147123	0	42.4803	40.425	0	46.8663	46.6536
ENSG00000147123.L01	45.1806	0	0	50.7683	0	0
ENSG00000147124.L01	3.89804	3.89131	3.65838	5.14783	5.04304	4.85735
ENSG00000147127	0.0608063	0.061586	0.0659334	0.0674559	0.0684799	0.0688896
ENSG00000147127.L01	0.248791	0	0	0.276265	0	0
ENSG00000147130.L01	9.80414	9.85338	8.36248	10.4714	10.5141	9.6619
ENSG00000147133.L01	19.333	19.5093	20.7959	19.8127	19.9861	20.1477
ENSG00000147138.L01	29.0538	29.8005	26.7092	47.946	49.3726	49.8737
ENSG00000147140.L01	156.704	178.486	218.423	133.326	146.116	150.119
ENSG00000147144.L01	4.11965	4.04382	4.65062	3.89071	3.84873	3.78479
ENSG00000147160.L01	0	0	0	0	0	0
ENSG00000147162.L01	214.698	218.35	205.238	138.928	141.64	134.076
ENSG00000147164.L01	9.69268	10.0634	9.08774	14.2843	14.8851	14.6822
ENSG00000147166.L01	0.405812	0.411032	0.406149	0.76514	0.77748	0.90039
ENSG00000147168.L01	280.006	290.98	300.45	528.509	548.673	534.022
ENSG00000147174.L01	4.34398	4.45951	4.2955	3.10822	3.18628	3.23991
ENSG00000147180.L01	0.699491	0.716652	1.97127	0.483735	0.489014	0.492571
ENSG00000147183	0	0	0	0	0	0
ENSG00000147202.L01	3.49268	3.39951	3.79819	6.01557	6.01338	6.06332
ENSG00000147206.L01	0	0	0	0	0	0
ENSG00000147223	0	0	0	0	0	0
ENSG00000147224.L01	46.4042	45.9434	48.0148	38.8822	38.9545	39.2438
ENSG00000147231.L01	0.235705	0.239348	11.7263	7.83225	7.87392	8.05036
ENSG00000147234.L01	0.630047	0.633536	1.41283	3.58799	3.59432	3.68963
ENSG00000147246.L01	0	0	0	0	0	0
ENSG00000147251.L01	20.941	21.0443	25.5883	26.6328	27.0193	27.3675
ENSG00000147255.L01	0	0	0.0290507	0	0	0
ENSG00000147256.L01	0	0	0	0	0	0
ENSG00000147257	0.133129	0.134828	0.108534	0	0	0
ENSG00000147262	0	0	0.0800347	0	0	0
ENSG00000147274.L01	142.572	144.923	193.808	103.078	105.617	106.245
ENSG00000147316.L01	17.8905	18.6123	12.0276	24.5215	25.576	24.8785
ENSG00000147324.L01	7.75677	8.37691	5.82725	6.13919	6.07975	6.27382
ENSG00000147364.L01	10.8775	11.3167	11.9508	16.1947	17.1604	17.3524
ENSG00000147378	0	0	0	0	0	0
ENSG00000147380.L01	0	0	0	0	0	0
ENSG00000147381.L01	0	0	0	0	0	0
ENSG00000147382.L01	14.7371	14.3852	10.4515	14.7788	14.373	14.3451
ENSG00000147383.L01	4.40385	4.43588	2.75063	4.01621	4.05314	3.92498
ENSG00000147394.L01	1.20256	1.21469	0.848499	1.14848	1.16152	1.17196
ENSG00000147400.L01	6.23023	6.33773	7.60687	9.48766	9.68982	9.74009
ENSG00000147402	0	0	0	0	0	0
ENSG00000147403.L01	4414.73	4423.54	5591.17	4421.08	4426.1	4389.85
ENSG00000147408.L01	8.51188	8.26908	17.0047	1.20054	1.21662	1.32582
ENSG00000147416.L01	25.079	25.5146	23.7428	18.0864	18.4903	18.6228
ENSG00000147419.L01	10.6788	10.7576	6.76008	12.4191	12.6298	12.713
ENSG00000147432.L01	0	0	0	0	0	0
ENSG00000147434.L01	0.0339175	0.0344746	0.204058	0	0	0
ENSG00000147437.L01	1.28633	1.31689	1.74917	1.69965	1.74118	1.75793
ENSG00000147439.L01	17.3849	17.4009	27.6487	17.1721	17.1875	17.2979
ENSG00000147443.L01	137.387	136.701	131.035	208.489	205.335	204.473
ENSG00000147457.L01	46.461	47.0238	40.4763	13.4746	13.1084	13.1052
ENSG00000147459.L01	1.55891	1.57531	2.48942	2.93885	3.14799	3.54563
ENSG00000147465.L01	0.0425095	0.0428372	0.127947	0.0881122	0.0877941	0.0880598
ENSG00000147471.L01	10.0466	10.0671	9.02604	20.683	20.9752	21.0659
ENSG00000147475.L01	6.58353	6.67782	5.27547	6.21322	6.3114	6.37
ENSG00000147481.L01	0	0	0	0	0	0
ENSG00000147485.L01	0.0444533	0.0447248	0.0558574	0.0131894	0.0133072	0.0133815
ENSG00000147488.L01	0	0	0	0	0	0
ENSG00000147509.L01	0.26451	0.268223	0	0.102362	0.104836	0.105792
ENSG00000147526.L01	35.5191	37.0749	46.743	43.5229	45.2751	45.0664
ENSG00000147533.L01	34.3189	34.821	37.8827	68.7762	69.6422	70.1741
ENSG00000147535.L01	26.0591	26.0497	24.1181	17.2863	17.2146	17.1361
ENSG00000147536.L01	2.58714	2.57102	2.13852	2.00684	1.92325	1.9099
ENSG00000147536.L02	1.52666	1.55715	2.00913	1.2113	1.24145	1.17763
ENSG00000147548.L01	38.8782	39.3526	50.5761	38.5301	39.7721	41.8353
ENSG00000147570.L01	0	0	0.0551976	0	0	0
ENSG00000147571	0	0	0	0	0	0
ENSG00000147573.L01	0	0	0.0254306	0	0	0
ENSG00000147588.L01	0	0	0	0.0440498	0.0454733	0.045859
ENSG00000147592.L01	4.08218	0.0542797	1.70958	3.25206	0.180418	3.32335
ENSG00000147592.L02	0	3.74289	0	0	3.41868	0
ENSG00000147596.L01	0	0	0	0	0	0
ENSG00000147601.L01	15.8574	16.3602	7.88884	22.8821	23.5827	23.7326
ENSG00000147604.L01	1049.14	1060.89	1484.23	1056.41	1070.33	1078.11
ENSG00000147613.L01	0	0	0	0	0	0
ENSG00000147614.L01	0.02655	0.0270374	0.115765	0	0	0
ENSG00000147642.L01	0.202583	0.204185	0.157231	0	0	0
ENSG00000147649.L01	30.6105	30.9343	26.5244	35.2324	35.7969	36.0977
ENSG00000147650.L01	0.510201	0.517766	0.246553	0.371493	0.379099	0.379998
ENSG00000147654.L01	13.5224	13.6295	9.24359	10.0547	10.2863	9.50721
ENSG00000147655.L01	0	0	0	0	0	0
ENSG00000147669.L01	43.7791	44.5835	36.6251	61.1216	62.7152	63.0597
ENSG00000147676.L01	0.0325885	0.0334156	0.809198	0	0	0
ENSG00000147677.L01	158.883	160.713	231.516	147.874	147.775	150.285
ENSG00000147679.L01	12.6348	12.7225	9.3151	11.9238	11.928	11.9096
ENSG00000147684.L01	63.1316	63.2236	65.5599	88.959	89.3295	89.2385
ENSG00000147687.L01	13.1065	13.3741	11.5245	12.362	12.6581	12.6927
ENSG00000147689.L01	0.03172	0.031668	0.166744	0.225252	0.228432	0.229596
ENSG00000147697	0	0	0.089327	0	0	0
ENSG00000147724.L01	0	0	0	0	0	0
ENSG00000147789.L01	14.7541	14.8063	10.7196	19.0649	19.4493	19.3229
ENSG00000147804.L01	0.370693	0.504317	0.384544	0.529179	0.642238	0.483334
ENSG00000147804.L02	7.2474	7.24765	5.29793	8.3641	8.19464	8.20929
ENSG00000147813.L01	16.7115	16.5491	6.38004	4.91742	4.84803	5.30958
ENSG00000147852.L01	0.0623805	0.063172	0.049858	0.282842	0.287243	0.289037
ENSG00000147854.L01	59.1697	56.4843	47.5683	46.0543	41.5077	44.1334
ENSG00000147862.L01	0.0173639	0.0174721	0.0938596	0	0	0
ENSG00000147869	0	0	0	0	0	0
ENSG00000147872.L01	42.632	43.1415	45.1145	25.5423	25.8773	26.0697
ENSG00000147873	0	0	0	0	0	0
ENSG00000147874.L01	9.53422	9.69029	6.9858	8.6292	8.84307	8.92946
ENSG00000147883.L01	0.0991513	0.102318	0.757072	0.611608	0.608454	0.608119
ENSG00000147885	0	0	0	0	0	0
ENSG00000147889.L01	2.67725	2.54975	2.23333	7.83461	7.55289	6.71011
ENSG00000147894.L01	11.0802	12.0268	17.9686	8.13108	8.8938	7.63646
ENSG00000147896	0	0	0	0	0	0
ENSG00000147905.L01	21.4685	21.7353	15.5175	23.1634	23.7369	24.2199
ENSG00000147926.L01	0	0	0	0	0	0
ENSG00000147955.L01	16.3909	16.3845	12.058	22.0472	21.9019	22.007
ENSG00000147996.L01	8.6957	8.82408	6.01588	6.40609	6.33943	6.52608
ENSG00000148019.L01	16.816	18.9022	20.1516	64.0061	74.5654	74.2615
ENSG00000148053.L01	0	0	0	0	0	0
ENSG00000148057.L01	12.5845	11.6326	10.8665	15.2117	13.4175	15.9037
ENSG00000148082	0	0	0.145761	0.0331528	0.0330553	0.0330958
ENSG00000148090.L01	12.8468	12.5938	12.6668	13.5248	12.4867	13.2479
ENSG00000148110.L01	7.64196	7.17936	0	13.4105	12.561	0
ENSG00000148120.L01	1.87467	1.88567	1.74173	1.64429	1.74979	1.69187
ENSG00000148123.L01	0	0	0	0	0	0
ENSG00000148136	0	0	0	0.0961515	0.0983209	0.099102
ENSG00000148153.L01	7.51457	7.61058	4.94498	6.60762	6.74357	6.80402
ENSG00000148154.L01	11.4566	11.7385	13.8312	7.50273	7.74485	7.63374
ENSG00000148156	0.0631115	0.0629693	0	0.0546676	0.054465	0.0546908
ENSG00000148158.L01	4.82246	4.8414	3.72107	4.07038	4.03094	4.07372
ENSG00000148175.L01	74.0406	77.0905	56.5566	156.992	165.498	164.138
ENSG00000148187.L01	25.3531	25.6956	26.6632	10.0595	10.219	10.2422
ENSG00000148200.L01	0.0250494	0.0253533	0.109591	0.031963	0.0321926	0.0324035
ENSG00000148204.L01	0.0330893	0.0329271	0.0603955	0.018388	0.0182008	0.0181901
ENSG00000148215	0	0	0	0	0	0
ENSG00000148218.L01	13.3406	13.3724	9.49008	13.208	13.9164	14.0195
ENSG00000148219.L01	0	0.0883813	0.289906	1.41974	0.701877	0.838348
ENSG00000148219.L02	1.65235	0	1.33076	1.15252	0.669837	1.1417
ENSG00000148219.L03	0	0.203364	0	0	0.223682	0
ENSG00000148219.L04	0	1.6435	0	0	1.13362	0
ENSG00000148225.L01	0.0701643	0.0712575	0.112592	0.0265926	0.0269553	0.0271712
ENSG00000148229.L01	44.9516	45.7181	36.7958	41.345	42.0169	42.3142
ENSG00000148248.L01	76.7656	83.6206	95.828	78.3491	79.0587	79.8021
ENSG00000148290.L01	24.4335	24.7486	24.5909	30.4216	30.7408	30.6002
ENSG00000148291.L01	13.9791	13.8638	13.8344	13.6692	13.5596	15.1689
ENSG00000148296	10.3828	10.2193	0	10.2397	10.0915	0
ENSG00000148296.L01	0	0	7.32987	0	0	9.59774
ENSG00000148297.L01	10.9564	10.9413	9.11974	15.765	15.7152	15.74
ENSG00000148300.L01	13.2475	13.1982	12.0796	13.1006	13.2502	13.932
ENSG00000148303.L01	1411.97	1416.9	2001.3	1496.65	1499.58	1504.88
ENSG00000148308.L01	23.0772	22.8077	22.5139	21.7506	20.71	20.9556
ENSG00000148331.L01	13.4283	13.9467	13.8658	21.3762	21.8913	22.0158
ENSG00000148334.L01	46.918	38.376	0	29.7123	26.6329	0
ENSG00000148335.L01	26.439	26.344	30.2783	18.8614	18.7294	18.7456
ENSG00000148337.L01	53.4593	53.5456	52.2015	73.522	73.9385	73.5656
ENSG00000148339.L01	8.30927	8.30884	6.24602	8.48929	8.46417	8.48819
ENSG00000148341.L01	50.6829	50.4212	55.5249	48.4371	47.9384	47.6745
ENSG00000148343.L01	21.7826	22.2244	18.5245	17.6291	18.4178	18.1221
ENSG00000148344	0	0	0.229068	0.0790787	0.0791721	0.0793077
ENSG00000148346.L01	0.142018	0.144654	0.942501	0	0	0
ENSG00000148356.L01	12.7006	12.698	10.1485	7.24397	7.39813	7.41943
ENSG00000148357.S01	0	0	0	0	0	0
ENSG00000148357.S02	0	0	0	0	0	0
ENSG00000148357.S03	0	0	0	0	0	0
ENSG00000148362.L01	143.637	142.166	105.053	223.015	220.25	219.993
ENSG00000148377	1.31396	1.32638	0.990194	1.20937	1.22234	1.22759
ENSG00000148384.L01	12.2871	12.1436	10.8073	12.0267	11.9329	12.001
ENSG00000148386.L01	0	0	0	0	0	0
ENSG00000148396.L01	36.4364	36.7388	47.8924	30.6554	31.1825	31.3811
ENSG00000148399.L01	24.6341	25.4052	20.3215	20.6073	20.5872	21.846
ENSG00000148400.L01	13.6997	13.5777	16.9338	28.6033	29.1473	29.4184
ENSG00000148408.L01	0	0	0	0	0	0
ENSG00000148411.L01	2.1085	1.99492	1.05699	8.08188	7.97871	8.22439
ENSG00000148426.L01	0.376178	0.375075	0.454783	0	0	0
ENSG00000148429	0	0	2.31017	0	0	0.264909
ENSG00000148429.L01	2.45586	2.52158	0	0.261598	0.266436	0
ENSG00000148450.L01	2.54218	2.60348	1.381	1.27	1.28066	1.28436
ENSG00000148459.L01	2.29242	2.33601	2.52561	1.21233	1.23157	1.23737
ENSG00000148468.L01	1.43265	1.43827	1.17875	1.93984	1.95547	1.95681
ENSG00000148481.L01	12.7171	12.3988	10.8996	12.5423	12.9975	13.5263
ENSG00000148482.L01	0	0	0	0.0306371	0.0314107	0.0317388
ENSG00000148483.L01	0.0243798	0.0248307	0	0	0	0
ENSG00000148484.L01	33.2575	33.5733	31.6909	69.7945	70.656	71.1191
ENSG00000148488.L01	0.250788	1.14618	0.729887	1.71923	4.75222	4.84347
ENSG00000148488.L02	1.0929	0	0	5.28892	0	0
ENSG00000148498.L01	0.0780058	0.0785233	0.211764	0.0777347	0.0790524	0.0796727
ENSG00000148513.L01	0	0	0	0	0	0
ENSG00000148516.L01	18.2365	18.4721	21.5589	7.65379	7.83143	7.90139
ENSG00000148541.L01	0	0	0	0	0	0
ENSG00000148572.L01	16.0733	16.2527	14.3101	13.2235	13.4158	13.5179
ENSG00000148584.L01	0.0366587	0.0370998	0	0	0	0
ENSG00000148600.L01	5.02281	4.99404	3.89494	3.76607	3.78951	4.12837
ENSG00000148602	0	0	0	0	0	0
ENSG00000148604.L01	0	0	0	0	0	0
