EntrzID	Name	tilTemra_001	tilTemra_002	tilTemra_003	pTemra_001	pTemra_002	pTemra_003	pTemra_004	pTemra_005	pTemra_006
ENSG00000069329	ENSG00000069329	8.69824	8.84986	8.3251	12.1621	12.4151	12.5155	9.10169	9.30173	9.36278
ENSG00000069345	ENSG00000069345	34.2445	36.7908	28.3889	21.7321	22.8673	23.2319	33.8137	36.1248	34.2467
ENSG00000069399	ENSG00000069399	56.3834	57.2508	103.681	22.0192	22.1494	22.2993	47.7826	47.9798	48.9967
ENSG00000069424	ENSG00000069424	94.3083	93.9901	125.582	145.986	145.498	145.509	228.497	228.34	228.89
ENSG00000069431	ENSG00000069431	1.71838	1.75425	1.96491	1.40533	1.44285	1.45524	2.8925	2.96502	2.97753
ENSG00000069482	ENSG00000069482	0	0	0	0	0	0	0	0	0
ENSG00000069509	ENSG00000069509	0	3.26549	3.30661	0	3.36881	3.39956	0	3.14986	3.16555
ENSG00000069509	ENSG00000069509	3.205	0	0	3.28509	0	0	3.09851	0	0
ENSG00000069535	ENSG00000069535	0.120638	0.12184	0.361537	0	0	0	0.0289388	0.0293661	0.0295655
ENSG00000069667	ENSG00000069667	3.24237	47.4981	6.73923	0.485147	52.7625	0.912917	3.8291	129.901	8.77067
ENSG00000069667	ENSG00000069667	46.9524	0	46.7303	51.835	0	53.1205	128.019	0	132.654
ENSG00000069696	ENSG00000069696	0.533168	0.518912	0.409403	0	0	0.142283	0.143947	0.139362	0.318818
ENSG00000069702	ENSG00000069702	12.5007	12.6236	18.7555	56.1912	56.7514	62.8084	108.56	109.488	111.867
ENSG00000069712	ENSG00000069712	0	1.28703	0	0	0.978039	0	0	0.825238	0
ENSG00000069764	ENSG00000069764	0.133419	0.133259	0.115984	0	0	0	0	0	0
ENSG00000069764	ENSG00000069764	0.500489	0.569003	0	0.629233	0.641841	0	0.486205	0.554045	0
ENSG00000069812	ENSG00000069812	0.0505097	0.0504993	0	0.130493	0.130604	0.130991	0.132363	0.132305	0.133115
ENSG00000069849	ENSG00000069849	98.6078	100.615	111.344	38.574	41.5737	39.5997	60.1951	61.5889	61.8317
ENSG00000069869	ENSG00000069869	21.3768	21.7653	28.5184	21.5301	21.9452	22.0134	29.0804	29.6533	29.4049
ENSG00000069943	ENSG00000069943	7.96837	8.09042	10.4705	12.0994	12.362	12.3869	15.3566	15.6617	15.6841
ENSG00000069943	ENSG00000069943	0	0	0.922379	0	0	0.0938536	0	0	0.484764
ENSG00000069956	ENSG00000069956	6.94578	7.08517	9.87781	7.14387	7.33662	7.39497	9.41659	9.65413	9.68297
ENSG00000069956	ENSG00000069956	2.01714	1.40891	0.731364	0.80072	0.701599	1.01852	2.37646	2.22288	3.49872
ENSG00000069956	ENSG00000069956	0.797549	0.741355	0	0	0.519801	0	2.59228	2.30915	0
ENSG00000069956	ENSG00000069956	0	1.03624	0	0	0.914458	0	0	1.94433	0
ENSG00000069966	ENSG00000069966	21.2925	21.3756	26.8869	14.3499	14.4972	13.6387	22.0017	22.1713	21.5159
ENSG00000069974	ENSG00000069974	40.1482	40.6349	30.0304	96.5723	98.2536	98.1515	73.3568	74.573	75.017
ENSG00000069998	ENSG00000069998	12.3489	13.0189	11.1045	10.7523	10.9725	10.4497	9.53567	9.2803	8.58936
ENSG00000070010	ENSG00000070010	27.3751	26.8346	24.7728	38.9273	38.9357	39.337	39.1129	39.5894	39.6083
ENSG00000070018	ENSG00000070018	0.986726	1.00138	1.64434	0	0	0	0.0105349	0.0107641	0.0108196
ENSG00000070019	ENSG00000070019	0	0	0.0136294	0	0	0	0	0	0
ENSG00000070031	ENSG00000070031	0	0	0.536842	0	0	0	0	0	0
ENSG00000070047	ENSG00000070047	25.0102	24.6989	18.6003	14.9136	14.7098	14.8392	24.7248	24.4542	24.8016
ENSG00000070061	ENSG00000070061	21.7444	22.0603	18.5889	13.9941	14.2835	14.3892	15.3578	15.6317	15.7673
ENSG00000070081	ENSG00000070081	61.8773	67.8782	55.1897	29.7599	32.1951	33.0728	28.4869	30.3817	30.609
ENSG00000070182	ENSG00000070182	0.152918	0.153344	0.21378	2.86964	2.8719	2.89124	1.12576	1.12696	1.13828
ENSG00000070190	ENSG00000070190	13.1555	13.223	9.58478	1.10794	1.13578	1.12187	1.60267	1.63058	1.74551
ENSG00000070193	ENSG00000070193	0	0	0	0	0	0	0	0	0
ENSG00000070269	ENSG00000070269	10.9511	11.1173	8.08883	10.0615	10.2206	10.479	7.31454	7.3996	7.07261
ENSG00000070366	ENSG00000070366	15.6047	15.6372	19.9261	16.2715	16.2729	16.3271	17.4918	17.5066	17.6993
ENSG00000070367	ENSG00000070367	12.0308	12.2257	9.93219	12.4721	12.6906	12.797	13.493	13.643	13.7084
ENSG00000070371	ENSG00000070371	0.255322	0.268091	0.592266	0.30545	0.312446	0.314737	0.498317	0.501771	0.503508
ENSG00000070388	ENSG00000070388	0.155111	0.153097	0.213632	0.0417369	0.0410457	0.0408263	0.284144	0.277824	0.276745
ENSG00000070388	ENSG00000070388	0	0	0	0	0	0	0.0271059	0	0
ENSG00000070404	ENSG00000070404	0.779913	0.723397	1.74504	0.713958	0.758529	0.760796	0.417963	0.468102	0.469869
ENSG00000070404	ENSG00000070404	0.125699	0.125833	0	0.083809	0.0835925	0	0	0	0
ENSG00000070413	ENSG00000070413	18.1908	18.1698	15.8854	19.2832	19.2493	20.0617	19.1463	19.0963	22.2279
ENSG00000070423	ENSG00000070423	57.7927	56.9963	31.7038	84.5543	83.2251	86.1325	96.9587	95.0506	97.5912
ENSG00000070444	ENSG00000070444	5.16834	5.17792	8.09669	6.4885	6.49295	9.41826	14.2672	14.2661	17.0964
ENSG00000070444	ENSG00000070444	7.17297	7.27091	7.39581	8.12712	8.18761	8.18633	15.6225	15.7458	15.9184
ENSG00000070476	ENSG00000070476	16.3123	16.3698	19.5484	20.3114	20.3608	20.4645	23.5637	23.5621	23.7217
ENSG00000070495	ENSG00000070495	114.038	114.423	106.741	74.2669	74.5293	74.7297	66.9271	67.0358	67.4119
ENSG00000070501	ENSG00000070501	15.4792	15.7752	34.2775	12.4603	12.5715	12.6063	18.3034	18.7751	18.7376
ENSG00000070526	ENSG00000070526	0.0985248	0.0989491	0.288719	0	0	0	0	0	0
ENSG00000070540	ENSG00000070540	3.1847	2.46462	4.97603	2.97614	3.01627	3.02611	5.74293	3.85756	3.88351
ENSG00000070540	ENSG00000070540	1.6142	0.941812	6.17051	1.37024	0.594174	7.31947	5.03774	3.59953	7.97713
ENSG00000070540	ENSG00000070540	10.9503	0.430382	0.822548	20.1246	1.93384	0.599521	22.8638	2.35523	3.63523
ENSG00000070540	ENSG00000070540	0	1.09527	1.06956	0	0.763557	1.44811	0	2.56036	2.09895
ENSG00000070540	ENSG00000070540	0	12.4979	1.04552	0	21.7282	0.677428	0	24.3651	0.420026
ENSG00000070540	ENSG00000070540	0	0	10.2923	0	0	20.5258	0	0	23.249
ENSG00000070601	ENSG00000070601	0.140116	0.143001	0.192655	0.187352	0.189112	0.190041	0.0108917	0.0109556	0.0110922
ENSG00000070610	ENSG00000070610	25.6144	25.6578	25.4204	46.0235	46.6901	46.9986	50.9466	51.9089	52.1307
ENSG00000070614	ENSG00000070614	0	0	0	0	0	0	0	0	0
ENSG00000070614	ENSG00000070614	0.100138	0.100445	0.720724	0.30198	0.300213	0.302472	0.103669	0.101971	0.103438
ENSG00000070669	ENSG00000070669	40.0548	35.9754	29.0248	23.4427	19.5314	19.9267	31.6648	23.7275	23.9392
ENSG00000070718	ENSG00000070718	12.2811	12.1879	20.9942	5.98165	6.09109	6.38091	7.65701	7.79878	9.22052
ENSG00000070729	ENSG00000070729	0	0	0.0613757	0	0	0	0	0	0
ENSG00000070731	ENSG00000070731	73.6905	80.4592	91.0116	41.3801	44.3305	53.2621	37.6233	42.1166	50.5904
ENSG00000070731	ENSG00000070731	19.393	19.6893	15.0707	10.8606	11.0544	10.8674	9.00971	9.07942	9.00168
ENSG00000070756	ENSG00000070756	1650.38	1772.05	2515.12	839.12	880.883	836.181	818.598	885.653	839.255
ENSG00000070759	ENSG00000070759	4.95565	4.98842	5.18038	3.43496	3.45976	3.48859	3.35409	3.37898	3.41614
ENSG00000070761	ENSG00000070761	41.7248	46.5195	45.7078	18.0817	19.3983	18.6783	12.5624	13.1817	12.7123
ENSG00000070770	ENSG00000070770	18.2272	18.5099	15.9949	15.6244	15.9356	16.067	22.9043	23.3485	23.5144
ENSG00000070778	ENSG00000070778	0.0798275	0.080252	0.124169	0	0	0	0.0311231	0.0311321	0.0312724
ENSG00000070785	ENSG00000070785	7.6469	7.81409	6.46836	6.42449	6.57686	6.46383	7.27749	7.19132	7.07725
ENSG00000070808	ENSG00000070808	0	0	0	0	0	0	0	0	0
ENSG00000070814	ENSG00000070814	18.7103	18.625	19.1723	15.9341	15.8804	16.0408	22.6605	22.6093	22.7582
ENSG00000070831	ENSG00000070831	137.98	141.817	184.704	201.866	206.352	210.805	164.572	167.97	180.458
ENSG00000070882	ENSG00000070882	20.674	18.1189	16.077	34.5427	31.3315	31.5243	39.7774	34.1205	34.3555
ENSG00000070886	ENSG00000070886	0.0360584	0.0357839	0	0	0	0	0	0	0
ENSG00000070915	ENSG00000070915	0	0	0	0	0	0	0	0	0
ENSG00000070950	ENSG00000070950	2.76488	2.80393	3.15263	6.59792	6.71369	6.74538	4.32368	4.38612	4.38913
ENSG00000070961	ENSG00000070961	2.32609	16.1772	28.8089	5.45053	12.0057	12.2744	1.92605	25.4362	25.2086
ENSG00000070961	ENSG00000070961	16.5099	0	0	11.7011	0	0	25.7101	0	0
ENSG00000070985	ENSG00000070985	0.103641	0.102829	0.507404	0	0	0	0	0	0
ENSG00000071051	ENSG00000071051	63.1016	62.9896	53.805	35.9579	35.9457	35.6656	25.6026	25.4399	25.3374
ENSG00000071073	ENSG00000071073	89.3954	90.6331	93.9127	42.8283	43.8116	44.0619	78.3278	79.52	79.6692
ENSG00000071082	ENSG00000071082	1943.87	1947.22	2247.56	1809.65	1813.46	1806.28	1499.61	1505.48	1494.03
ENSG00000071127	ENSG00000071127	0	0	95.0061	0	0	161.555	0	0	128.816
ENSG00000071189	ENSG00000071189	8.21221	8.42438	9.86175	13.5061	13.6202	12.6767	10.0633	10.3223	10.9053
ENSG00000071203	ENSG00000071203	0	0	0	0	0	0	0	0	0
ENSG00000071205	ENSG00000071205	4.17605	4.13511	4.45385	6.20436	6.26769	6.29099	8.24689	8.28738	8.50461
ENSG00000071242	ENSG00000071242	2.03558	2.12611	2.93469	0.0301297	0.0315932	0.0299102	0.038858	0.0406436	0.0388246
ENSG00000071243	ENSG00000071243	19.8116	20.1844	27.4097	24.4525	25.1103	25.3338	20.3769	20.837	20.9324
ENSG00000071246	ENSG00000071246	0	0	4.09964	0	0	3.29654	0	0	1.8153
ENSG00000071246	ENSG00000071246	3.20436	2.81553	0	3.65419	3.28036	0	1.90534	1.80178	0
ENSG00000071282	ENSG00000071282	0.382849	0.383533	0.240676	0.120347	0.120094	0.120735	0.218402	0.219372	0.220698
ENSG00000071462	ENSG00000071462	49.1107	49.5646	62.3875	48.1404	48.0676	48.7802	56.1485	55.1138	57.6208
ENSG00000071537	ENSG00000071537	9.26202	9.41749	13.3029	16.8346	17.2565	18.219	26.7579	27.3949	29.5567
ENSG00000071539	ENSG00000071539	0.597739	0.601675	0.410113	0.18624	0.188689	0.190122	0.158456	0.159357	0.159309
ENSG00000071553	ENSG00000071553	31.578	31.691	31.3264	53.0058	53.1439	53.3245	53.2793	53.3653	53.8404
ENSG00000071564	ENSG00000071564	32.9849	34.4191	35.4063	43.5763	45.0517	42.6477	38.6853	40.0512	39.7243
ENSG00000071575	ENSG00000071575	20.8982	20.9817	16.394	23.7501	23.6525	23.128	30.7076	30.9031	33.1282
ENSG00000071626	ENSG00000071626	68.0183	69.5587	62.9257	82.7473	81.7859	81.3439	76.9188	75.9051	79.008
ENSG00000071677	ENSG00000071677	0	0	0	0	0	0	0	0	0
ENSG00000071794	ENSG00000071794	6.27659	6.41588	4.31489	4.19733	4.32373	4.32379	4.75242	4.88954	4.78186
ENSG00000071859	ENSG00000071859	29.5023	29.4336	28.6114	35.6041	35.4029	35.5667	32.9551	32.8162	33.0072
ENSG00000071889	ENSG00000071889	25.1907	24.9571	18.6233	21.5551	21.2002	21.1217	18.5918	18.4347	18.2104
ENSG00000071894	ENSG00000071894	40.8087	47.4964	54.817	54.9183	59.4256	54.4272	67.2336	76.4107	70.116
ENSG00000071909	ENSG00000071909	0.0336452	0.0340867	0.158362	1.19186	1.21279	1.2228	1.80116	1.83516	1.84159
ENSG00000071967	ENSG00000071967	0.345683	0.350517	0.475336	3.32521	3.35747	3.36021	0.588946	0.602761	0.60496
ENSG00000071991	ENSG00000071991	0	0	0	0.0245362	0.0252551	0.0343802	0	0	0
ENSG00000071994	ENSG00000071994	23.5376	23.7294	24.9116	44.5797	45.1689	45.5683	29.0802	29.4457	28.7499
ENSG00000072041	ENSG00000072041	0	0	0	0.0830723	0.0857052	0.0861925	0	0	0
ENSG00000072062	ENSG00000072062	0	14.1982	17.783	0	27.0523	26.941	0	23.9605	24.5123
ENSG00000072071	ENSG00000072071	6.33155	7.50146	7.88084	10.0693	10.4151	10.4071	11.9344	13.5603	12.8904
ENSG00000072080	ENSG00000072080	0	0	0.388667	0.336978	0.343526	0.34489	0.37369	0.384828	0.382574
ENSG00000072110	ENSG00000072110	65.175	63.8375	59.4944	0.914152	0.918204	0.977006	0.994362	0.98323	0.988528
ENSG00000072121	ENSG00000072121	8.11735	8.20998	7.92116	6.9404	7.01962	7.12066	9.96279	10.2678	10.3577
ENSG00000072133	ENSG00000072133	0	0	0	0	0	0	0	0	0
ENSG00000072134	ENSG00000072134	1.08952	1.11002	0.650397	2.7263	2.78607	2.79387	2.14689	2.19189	2.18725
ENSG00000072135	ENSG00000072135	18.8012	18.8193	19.561	94.0276	94.2588	90.7245	64.4726	64.6176	65.0387
ENSG00000072163	ENSG00000072163	3.29566	3.29779	5.23261	0.122598	0.122054	0.122619	0.0558334	0.0557508	0.0563106
ENSG00000072182	ENSG00000072182	0.0170414	0.01695	0	0.0260023	0.0258672	0.0260261	0.051688	0.0515303	0.0520685
ENSG00000072195	ENSG00000072195	5.20032	5.11975	6.80344	0.229834	0.225457	0.223356	0.63594	0.633371	0.63055
ENSG00000072201	ENSG00000072201	0.974546	1.15753	1.38326	3.67642	4.38658	4.40543	2.85064	3.41546	3.39603
ENSG00000072201	ENSG00000072201	0.160825	0.142106	0.848542	0.743636	0.591078	1.19305	0.640044	0.752755	1.07215
ENSG00000072201	ENSG00000072201	0.785772	0.794575	0	1.16689	1.18503	0	1.05337	1.06682	0
ENSG00000072210	ENSG00000072210	12.0042	12.1532	9.28758	13.3348	13.5838	13.6172	12.3738	12.577	12.5631
ENSG00000072274	ENSG00000072274	50.198	48.685	69.1186	23.1277	23.5694	23.6775	49.056	50.0053	50.5745
ENSG00000072310	ENSG00000072310	57.3194	74.451	102.841	21.1209	24.8905	24.8719	50.3301	57.5774	60.1971
ENSG00000072315	ENSG00000072315	0.0202996	0.020579	0.0338667	0.0228632	0.0232424	0.0234458	0.0527877	0.0536014	0.0540617
ENSG00000072364	ENSG00000072364	18.5214	18.8134	27.3693	18.6944	19.0892	19.5888	28.883	29.5006	30.1997
ENSG00000072401	ENSG00000072401	5.7684	5.85997	5.50798	6.64158	6.79521	6.77712	3.61517	3.69451	3.69238
ENSG00000072415	ENSG00000072415	2.47446	2.51885	3.15532	2.70813	2.76804	2.7853	3.22294	3.29915	3.29827
ENSG00000072422	ENSG00000072422	0.166851	0.168368	0.0697558	0	0	0	0	0	0
ENSG00000072444	ENSG00000072444	0	0	0	0	0	0	0	0	0
ENSG00000072501	ENSG00000072501	13.6734	15.8461	21.9158	13.5787	15.0319	13.5633	15.1563	15.3658	13.8621
ENSG00000072506	ENSG00000072506	23.2562	23.3225	28.817	39.7655	39.8387	39.9856	32.4192	32.5117	32.6991
ENSG00000072518	ENSG00000072518	25.1585	25.2274	19.9307	28.3053	28.5871	29.4243	17.7302	17.7796	20.7643
ENSG00000072571	ENSG00000072571	0.604769	0.614101	0.340551	0.105372	0.108115	0.109063	0.19843	0.203348	0.205018
ENSG00000072756	ENSG00000072756	6.13325	6.21455	8.53084	7.75398	7.89989	7.93413	8.35897	8.45953	8.49577
ENSG00000072778	ENSG00000072778	172.775	190.052	140.889	191.297	212.618	177.244	287.721	306.021	244.572
ENSG00000072786	ENSG00000072786	154.267	148.362	108.25	204.755	204.307	159.297	314.191	309.418	218.518
ENSG00000072803	ENSG00000072803	14.0337	14.1053	16.4302	19.7087	19.8824	19.8976	16.0114	16.1702	16.12
ENSG00000072818	ENSG00000072818	265.148	264.797	219.074	193.885	193.087	165.217	258.662	258.56	206.13
ENSG00000072832	ENSG00000072832	0.116756	0.117945	0.0634008	0.0286191	0.0288102	0	0.658913	0.663966	0.583748
ENSG00000072832	ENSG00000072832	0	0	0.163666	0	0	0.0288977	0	0	0.667864
ENSG00000072840	ENSG00000072840	0.340359	0.340162	0.215612	0.261788	0.262095	0.264096	0.964636	1.00235	1.01339
ENSG00000072849	ENSG00000072849	41.6998	42.0076	45.9203	63.0636	63.3085	63.7667	52.9444	53.2275	53.3428
ENSG00000072858	ENSG00000072858	42.2095	39.9566	33.5378	34.1366	35.6296	31.7999	56.5746	55.3999	51.6077
ENSG00000072864	ENSG00000072864	28.5975	25.7739	22.6092	18.3097	18.4319	19.3567	24.4076	21.8503	25.2136
ENSG00000072952	ENSG00000072952	0	0	0	0.0207822	0.0208285	0.0209258	0	0	0
ENSG00000072954	ENSG00000072954	0.155907	0.157459	0.362111	0.525375	0.531472	0.528392	0.258801	0.260102	0.261551
ENSG00000072958	ENSG00000072958	37.7151	37.6893	29.685	35.3843	35.0786	35.0421	37.5219	37.3221	37.392
ENSG00000073009	ENSG00000073009	36.4102	35.5773	29.0152	40.0752	38.9348	39.1755	62.936	61.618	62.2267
ENSG00000073060	ENSG00000073060	2.23738	2.23137	2.38747	1.50828	1.49099	1.47924	1.14334	1.12723	1.13306
ENSG00000073067	ENSG00000073067	0.02062	0.0204013	0.220393	0.110767	0.108951	0.108099	0.174719	0.173817	0.172283
ENSG00000073067	ENSG00000073067	0.154288	0.152943	0	0	0	0	0.192035	0.189775	0
ENSG00000073111	ENSG00000073111	5.68421	5.62465	3.6745	5.07402	5.07276	5.05436	4.81013	4.80984	4.41559
ENSG00000073146	ENSG00000073146	0.0315314	0.0317036	0	0.0775579	0.0770954	0.0767273	0	0	0
ENSG00000073150	ENSG00000073150	0	0	0	0	0	0	0	0	0
ENSG00000073169	ENSG00000073169	27.5507	27.5223	27.2042	20.1756	20.2387	20.8761	31.8107	31.9073	33.3633
ENSG00000073282	ENSG00000073282	0.400237	0.305816	0.0923502	0.326398	0.33237	0.333511	0.0399182	0.040447	0.0407822
ENSG00000073331	ENSG00000073331	6.29799	6.51217	7.82864	0.288437	0.292515	0.293778	0.548137	0.549857	0.547613
ENSG00000073350	ENSG00000073350	24.7159	24.1962	21.5594	74.6484	72.3992	74.0922	93.7449	91.7901	92.7432
ENSG00000073417	ENSG00000073417	16.2912	14.8721	9.99151	4.10924	3.89463	4.2511	7.83178	8.28007	8.04641
ENSG00000073464	ENSG00000073464	0.0245204	0.0245548	0.172655	0	0	0	0	0	0
ENSG00000073536	ENSG00000073536	5.80567	5.77101	6.66457	6.28456	6.0301	6.0725	3.30197	3.63653	3.66197
ENSG00000073578	ENSG00000073578	54.1923	53.4203	51.1173	47.2069	47.4252	48.6062	80.4135	79.7452	80.183
ENSG00000073598	ENSG00000073598	0.0343043	0.0345027	0.233972	0.166275	0.167488	0.168729	0.132413	0.133278	0.134621
ENSG00000073614	ENSG00000073614	25.5317	25.5484	25.2603	39.8794	39.9621	39.788	40.673	39.5324	40.1259
ENSG00000073670	ENSG00000073670	0.211761	0.332935	0.183378	0.18278	0.185029	0.125638	0.3497	0.272987	0.274254
ENSG00000073711	ENSG00000073711	0.250458	0.254569	0.276277	0.371706	0.380532	0.384146	0.517972	0.527959	0.531645
ENSG00000073712	ENSG00000073712	0.947427	0.963253	0.44608	0	0	0.180706	0.242156	0.247033	0.0193188
ENSG00000073712	ENSG00000073712	0.121733	0.124159	0	0.177463	0.179804	0	0.0187506	0.0192683	0
ENSG00000073734	ENSG00000073734	0.0183078	0.0185638	0	0.0125104	0.0127493	0.0128578	0	0	0
ENSG00000073737	ENSG00000073737	0.04204	0.0427515	0	0	0	0	0	0	0
ENSG00000073754	ENSG00000073754	0	0	0	0	0	0	0	0	0
ENSG00000073756	ENSG00000073756	1.31514	1.34023	1.77289	0.116031	0.119437	0.120206	0.0268223	0.0274764	0.0275414
ENSG00000073792	ENSG00000073792	0.75359	0.760445	0.0178802	0.412398	0.416411	0.41469	0	0	0
ENSG00000073803	ENSG00000073803	4.82777	4.91361	9.6866	4.45788	4.54894	4.58107	3.07719	3.14409	3.15085
ENSG00000073803	ENSG00000073803	0.833489	0.214557	0.0749826	1.66703	0.160019	0.160607	4.0112	1.68431	1.69254
ENSG00000073803	ENSG00000073803	0	0	0.860058	0	0	1.72212	0	0	3.77465
ENSG00000073849	ENSG00000073849	45.6612	46.388	31.5888	60.2349	61.1856	64.0956	56.1312	57.112	57.6204
ENSG00000073861	ENSG00000073861	37.5466	37.3991	29.9918	128.288	127.691	127.585	132.703	131.789	132.007
ENSG00000073910	ENSG00000073910	0	0.285518	0.335455	0	1.42728	1.43357	0	0.643128	0.837955
ENSG00000073921	ENSG00000073921	46.1301	46.264	40.9471	72.1881	74.0953	73.2115	79.0317	81.8385	82.5801
ENSG00000073969	ENSG00000073969	7.74615	7.46693	7.23217	8.8059	8.95727	8.9928	17.8074	18.1286	17.3341
ENSG00000074047	ENSG00000074047	0	0	0	0	0	0	0	0	0
ENSG00000074054	ENSG00000074054	19.3965	19.6149	20.308	19.3293	19.5928	19.6341	27.4418	27.8203	26.8263
ENSG00000074071	ENSG00000074071	24.7815	24.5634	15.1364	37.2351	37.2983	36.8597	33.8006	33.5577	33.5302
ENSG00000074181	ENSG00000074181	0.0263618	0.0261608	0.195847	0	0	0	0	0	0
ENSG00000074201	ENSG00000074201	42.1117	40.0957	40.3374	35.2522	34.3159	34.6391	30.9354	30.2343	30.4278
ENSG00000074211	ENSG00000074211	0.0129564	0.0130422	0.0160024	0	0	0	0	0	0
ENSG00000074219	ENSG00000074219	0.197786	0.197936	0.453054	0.0311962	0.0311607	0.0313206	0.131245	0.131016	0.132198
ENSG00000074266	ENSG00000074266	9.23804	9.93342	9.79075	22.3999	23.0526	22.8895	27.7448	28.42	28.4793
ENSG00000074276	ENSG00000074276	0.545197	0.547221	0.357422	0.943135	0.941752	0.939761	0.500543	0.50076	0.502435
ENSG00000074276	ENSG00000074276	1.1364	1.15203	1.39352	0.856137	0.86887	0.880694	1.79319	1.7674	1.7552
ENSG00000074317	ENSG00000074317	0	0	0	0	0	0	0	0	0
ENSG00000074319	ENSG00000074319	25.5171	26.155	26.7696	31.108	31.8175	31.8604	45.76	46.6088	46.9073
ENSG00000074356	ENSG00000074356	17.0275	18.9798	17.4872	14.0891	15.4305	14.2249	20.0544	20.7462	19.8224
ENSG00000074370	ENSG00000074370	146.92	143.147	162.422	194.782	189.931	187.839	214.579	210.318	212.373
ENSG00000074410	ENSG00000074410	0.0395708	0.0398236	0.186573	0.153953	0.154818	0.154107	0	0	0
ENSG00000074416	ENSG00000074416	0.903755	0.910888	0.488439	1.0782	1.07685	0.72007	0.197705	0.198688	0.198876
ENSG00000074527	ENSG00000074527	0.0226254	0.0230129	0.430878	0.0666206	0.0674578	0.0678856	0.561824	0.573192	0.576552
ENSG00000074582	ENSG00000074582	19.2067	18.3618	16.9378	16.0761	15.7419	15.8026	16.9382	15.838	16.4419
ENSG00000074590	ENSG00000074590	0.130065	0.131354	0.162354	5.0763	5.01209	5.14671	1.86046	1.86642	1.87237
ENSG00000074603	ENSG00000074603	15.9493	16.1861	13.0474	23.1826	22.8696	22.9712	35.0045	34.6891	34.7714
ENSG00000074621	ENSG00000074621	2.02951	2.05225	4.39139	4.04942	4.09238	4.08886	3.81143	3.83045	3.82817
ENSG00000074621	ENSG00000074621	2.02011	0	0	2.24464	0	0	3.8254	0	0
ENSG00000074657	ENSG00000074657	1.77598	2.03836	1.11433	1.74865	1.82102	1.87454	4.89937	5.25747	5.15562
ENSG00000074660	ENSG00000074660	0.370719	0.396954	0.501695	0.242778	0.240273	0.240347	0.16391	0.160325	0.160135
ENSG00000074695	ENSG00000074695	20.5722	23.4742	14.7118	26.1887	25.8752	26.0993	43.1995	44.6511	44.6603
ENSG00000074696	ENSG00000074696	6.79817	6.90239	6.32591	7.44172	7.60203	7.8176	11.6294	11.8295	12.1998
ENSG00000074706	ENSG00000074706	54.8872	55.6105	4.33933	26.303	26.9052	1.33692	27.7063	28.1945	3.5956
ENSG00000074706	ENSG00000074706	0	0	34.5861	0	0	26.8877	0	0	28.1155
ENSG00000074755	ENSG00000074755	37.2384	39.7564	50.4238	31.2181	32.1989	37.0972	50.9316	52.2622	60.456
ENSG00000074771	ENSG00000074771	0	0	0	0	0	0	0	0	0
ENSG00000074800	ENSG00000074800	202.488	203.999	218.426	227.083	227.892	228.689	190.907	192.321	193.612
ENSG00000074842	ENSG00000074842	21.7338	21.7346	20.293	31.6454	31.5576	31.5304	26.2304	26.2044	26.1764
ENSG00000074855	ENSG00000074855	5.77375	5.98054	5.70123	9.86979	10.3877	10.3152	13.2269	14.4818	14.5615
ENSG00000074935	ENSG00000074935	21.2439	21.15	20.7949	7.4955	7.8123	8.40559	6.74596	7.88903	8.41931
ENSG00000074964	ENSG00000074964	0	0	0.203799	0	0	0	0	0	0
ENSG00000074966	ENSG00000074966	115.895	117.526	89.2556	36.7116	37.002	40.5298	10.6023	10.76	12.9566
ENSG00000075035	ENSG00000075035	0	0	0	0	0	0	0	0	0
ENSG00000075043	ENSG00000075043	0.261341	0.259873	0.292608	0.030174	0.0298127	0.0296445	0	0	0
ENSG00000075073	ENSG00000075073	0.362415	0.365418	0.232448	0.827456	0.83526	0.842308	0.31954	0.32236	0.325359
ENSG00000075073	ENSG00000075073	0.230523	0.212346	0.297049	0.698351	0.723219	0.728993	0.533881	0.553321	0.559829
ENSG00000075073	ENSG00000075073	0.25559	0	0	0.882673	0	0	0.461226	0	0
ENSG00000075089	ENSG00000075089	11.0024	11.239	10.8594	13.8784	14.2582	14.3116	13.4619	13.812	13.763
ENSG00000075131	ENSG00000075131	3.27287	3.31455	1.81952	3.55224	3.61735	3.64057	2.1296	2.17139	2.08633
ENSG00000075142	ENSG00000075142	33.4837	35.6681	30.9753	60.7931	64.08	60.8533	49.1623	50.2283	49.3453
ENSG00000075151	ENSG00000075151	16.1794	16.6836	20.1747	35.102	36.3644	36.6372	31.4022	33.1876	31.5599
ENSG00000075188	ENSG00000075188	8.54489	8.71142	7.49342	8.48866	8.64143	8.68638	8.36632	8.53364	8.54074
ENSG00000075213	ENSG00000075213	0.0219907	0.0223329	0.605809	0	0	0	0	0	0
ENSG00000075218	ENSG00000075218	1.46391	1.46579	0.49531	0.817129	0.735266	0.74859	1.02819	1.03129	1.03398
ENSG00000075223	ENSG00000075223	0	0	0.160324	0	0	0	0	0	0
ENSG00000075234	ENSG00000075234	14.354	16.5297	11.1775	131.781	143.763	144.197	75.2064	85.679	91.3607
ENSG00000075239	ENSG00000075239	0	0	8.03057	0	0	13.3112	0	0	13.7016
ENSG00000075240	ENSG00000075240	5.85761	6.06452	5.35902	11.0525	11.1494	10.9226	6.41554	6.34565	6.36534
ENSG00000075275	ENSG00000075275	0.470891	0.470878	1.4839	0.490276	0.49009	0.483668	0.0596481	0.0593998	0.512247
