	tilTemra_001	tilTemra_002	tilTemra_003	pTemra_004	pTemra_005	pTemra_006
ENSG00000151150.L01	8.76953	8.87177	2.69845	1.32401	1.34509	1.4779
ENSG00000151151.L01	2.21368	2.68949	2.5954	1.57088	2.48015	1.60344
ENSG00000151164.L01	0.231406	0.23599	0.135801	0.0657023	0.0671669	0.0674407
ENSG00000151176.L01	6.14319	5.30787	6.42255	9.02438	8.42349	8.63414
ENSG00000151208.L01	3.9412	3.82046	2.40775	12	12.0432	12.1707
ENSG00000151224.L01	0	0	0	0	0	0
ENSG00000151233.L01	4.0504	4.13676	6.15356	6.56056	6.70228	4.80517
ENSG00000151239.L01	18.1273	18.3808	16.6683	25.523	25.8933	25.9292
ENSG00000151240.L01	1.64667	1.36951	1.46396	0.94692	0.954768	0.957346
ENSG00000151247.L01	19.7032	20.0877	16.2086	24.435	24.9283	25.117
ENSG00000151287.L01	8.27971	8.25244	8.44226	5.32102	5.43632	5.77869
ENSG00000151292.L01	12.4737	10.2696	9.26522	14.3915	11.1028	12.0579
ENSG00000151304.L01	4.42668	4.1752	3.27331	5.19493	5.29287	5.1182
ENSG00000151320.L01	0.358326	0.363067	1.13276	0	0	0
ENSG00000151322.L01	0	0	0.0288795	0	0	0
ENSG00000151327.L01	109.431	109.751	188.211	34.3007	34.4089	34.5231
ENSG00000151332.L01	10.9473	11.1494	10.8521	16.5598	16.9294	16.9837
ENSG00000151338	0	0	0	0	0	0
ENSG00000151338.L01	0.102958	0.104857	0.249392	0.109271	0.111688	0.112554
ENSG00000151348.L01	8.70782	8.78018	9.53943	13.2632	13.4476	13.4679
ENSG00000151353.L01	16.3134	19.2246	17.8068	11.7297	15.6108	15.0582
ENSG00000151360	0	0	0	0	0	0
ENSG00000151365	0.0447458	0.0450377	0	0	0	0
ENSG00000151376.L01	2.36153	2.37929	1.81787	1.88003	1.90066	1.94994
ENSG00000151379	0	0	0	0	0	0
ENSG00000151388.L01	0	0	0.0264378	0	0	0
ENSG00000151413.L01	5.416	5.49432	5.65756	3.83589	4.11498	3.40527
ENSG00000151414.L01	24.618	25.2295	21.6969	17.6001	18.2271	18.0771
ENSG00000151418	0	0	0	0	0	0
ENSG00000151422.L01	2.16597	2.18562	2.50552	1.66515	1.68013	1.94109
ENSG00000151445.L01	8.37732	8.47567	6.45466	10.7461	10.911	10.9876
ENSG00000151458.L01	0.0789679	0.0805538	1.07748	0.0735092	0.0750427	0.0754001
ENSG00000151461.L01	12.1709	11.514	8.30299	14.459	13.0645	12.7487
ENSG00000151465.L01	17.2327	17.4381	13.7769	24.0083	23.7324	25.136
ENSG00000151466.L01	6.30964	6.40269	6.90386	6.55941	6.67722	6.69671
ENSG00000151468	0	0	0.0205309	0.0213627	0.0215697	0.0217581
ENSG00000151470.L01	7.64148	7.79649	14.2497	6.07525	6.21254	6.22829
ENSG00000151474.L01	1.99027	1.99649	0.885735	3.38061	3.39069	0.885951
ENSG00000151474.L02	0	0	1.55803	0	0	2.69053
ENSG00000151474.L03	0	0	3.37913	0	0	3.41474
ENSG00000151475	0	0	0	0	0	0
ENSG00000151490.L01	0.193441	0.196719	0.662615	0	0	0
ENSG00000151491.L01	0.210813	0.214221	1.03483	0.274568	0.283432	0.281033
ENSG00000151498.L01	19.699	19.9192	20.5525	29.4589	31.0659	30.6879
ENSG00000151500.L01	25.8061	25.9899	22.2069	20.4008	20.8076	21.9091
ENSG00000151502.L01	30.553	30.6883	33.3814	71.0266	71.338	74.3933
ENSG00000151503.L01	12.5388	12.5269	14.8897	13.7414	14.2001	14.2613
ENSG00000151552.L01	10.9949	11.1343	6.18063	10.6924	10.8662	11.0459
ENSG00000151553.L01	12.9205	13.284	11.6958	32.9803	34.0778	33.649
ENSG00000151572.L01	0	0	0	0	0	0
ENSG00000151575.L01	0.386914	0.39002	0.0719148	0.271121	0.274125	0.274312
ENSG00000151576.L01	8.61625	8.71783	8.66225	10.8853	11.0819	11.5108
ENSG00000151576.L02	0	1.04845	1.66806	0	1.72803	1.49837
ENSG00000151576.L03	0	1.44827	3.04417	0	1.48847	1.81282
ENSG00000151576.L04	0	0	1.91967	0	0	1.26599
ENSG00000151577.L01	0.217521	0.219681	0.0724211	0.582618	0.589498	0.553848
ENSG00000151611.L01	5.55374	5.62948	3.45206	9.94988	10.091	10.1238
ENSG00000151612.L01	8.87831	8.96873	11.4693	9.50275	9.46197	10.0021
ENSG00000151615	0	0	0	0	0	0
ENSG00000151617.L01	0	0	0.100717	0	0	0
ENSG00000151623.L01	11.6868	10.9594	10.6739	2.58371	2.18532	2.19679
ENSG00000151632.L01	0.0191527	0.0194572	0.525195	0	0	0
ENSG00000151640.L01	0.195514	0.193725	0.0740981	0.141782	0.140228	0.141041
ENSG00000151650	0.111582	0.11094	0.0589677	0.302661	0.300022	0.301354
ENSG00000151651.L01	41.2563	41.4798	35.0583	130.113	129.836	130.446
ENSG00000151655.L01	0.0166879	0.0169095	0.130092	0.041282	0.0418688	0.0422155
ENSG00000151657.L01	6.87918	7.39305	5.99528	13.4809	15.7926	14.7443
ENSG00000151665.L01	12.0239	12.2848	9.84441	12.2158	12.8549	12.5326
ENSG00000151687.L01	2.95202	2.87225	1.6585	3.23248	3.33851	3.40495
ENSG00000151689.L01	4.93257	7.73098	6.55268	6.73401	12.0988	12.1093
ENSG00000151690.L01	20.3113	20.4689	27.0946	35.133	35.6114	34.9744
ENSG00000151692.L01	12.7667	12.786	12.6308	12.67	12.7555	12.7691
ENSG00000151692.L02	0.334951	0	0	0.201253	0	0
ENSG00000151693.L01	0.0182449	0.0185341	0.0148724	0	0	0
ENSG00000151694	0	7.52458	0	0	12.5028	0
ENSG00000151694.L01	0.378348	0.509466	0.302657	1.90549	1.68739	1.70093
ENSG00000151694.L02	7.56832	0	9.39205	12.5104	0	14.2244
ENSG00000151702.L01	48.7139	49.1716	34.1679	36.2361	36.6099	36.8064
ENSG00000151704.L01	0.168663	0.171542	0.395908	0.759352	0.773007	0.775785
ENSG00000151715.L01	1.16932	1.18383	0.998005	0.0367504	0.0372175	0.0374564
ENSG00000151715.L02	1.29188	1.32064	0.7463	1.15391	1.18105	1.18961
ENSG00000151718.L01	1.19337	1.20828	1.11478	0.528108	0.535752	0.53926
ENSG00000151725.L01	2.23656	2.26508	2.19374	1.5682	1.58839	1.60042
ENSG00000151726.L01	3.96304	4.01444	8.89623	7.24184	7.34511	7.48152
ENSG00000151729.L01	14.7506	13.8597	11.6663	7.95046	7.76955	8.00355
ENSG00000151743.L01	6.50165	6.59409	5.81442	3.48794	3.5414	3.56107
ENSG00000151746.L01	4.78962	4.8402	4.56004	5.66187	5.78583	5.78227
ENSG00000151748	1.06823	0	0	1.4402	0	0
ENSG00000151748.L01	5.42437	6.57014	6.75517	4.40877	5.77856	5.79405
ENSG00000151773.L01	0.316889	0.321891	0.430615	0.0460831	0.0468941	0.0468148
ENSG00000151778.L01	0.328528	0.328223	0.881161	0.111303	0.110875	0.110908
ENSG00000151779.L01	10.7233	10.782	9.36339	9.10878	9.10395	9.18912
ENSG00000151789.L01	0	0	0	0	0	0
ENSG00000151790.L01	0	0	0.0344628	0	0	0
ENSG00000151806.L01	9.77047	9.354	8.59637	14.0248	13.5173	14.0431
ENSG00000151812.L01	0.0396785	0.0403222	0	0.252725	0.257475	0.256411
ENSG00000151834.L01	0	0	0	0	0	0
ENSG00000151835.L01	4.58738	4.63554	6.67924	4.88243	4.97791	5.0035
ENSG00000151846	0.0229005	0.0233046	0.0442193	0	0	0
ENSG00000151849.L01	2.29814	2.64389	2.62991	1.61928	2.06521	1.66885
ENSG00000151876.L01	5.36512	5.44714	5.06752	8.95425	9.0926	12.2635
ENSG00000151881.L01	5.52734	5.69835	3.42003	6.97048	7.2963	7.04154
ENSG00000151882.L01	4.21964	4.188	5.89327	7.30708	7.97778	9.15242
ENSG00000151883.L01	202.277	205.518	94.5648	173.702	173.026	177.487
ENSG00000151892.L01	0	0	0	0	0	0
ENSG00000151893.L01	8.14773	8.28508	7.35649	17.7461	18.2059	18.7678
ENSG00000151914.L01	0.670999	0.683844	0.915394	0.229638	0.233631	0.235595
ENSG00000151917	0	0	0	0	0	0
ENSG00000151923.L01	89.9438	95.3518	85.0526	120.207	131.722	132.363
ENSG00000151929.L01	34.7913	34.7272	50.4245	4.74234	4.7985	5.78612
ENSG00000151948.L01	0.108509	0.109167	0.0369488	0.263698	0.266649	0.267196
ENSG00000151952	0	0	0	0	0	0
ENSG00000151962.L01	0	0	0	0.197979	0.199063	0.197991
ENSG00000152022	12.5614	12.6658	9.24301	14.6508	14.7656	14.8237
ENSG00000152034.L01	0	0	0	0	0	0
ENSG00000152042.L01	1.02997	1.04287	1.23885	1.13085	1.14884	1.15797
ENSG00000152049.L01	0	0	0.0487089	0	0	0
ENSG00000152056.L01	1.53183	1.33997	0.646458	1.65791	1.20168	1.19828
ENSG00000152061.L01	0.0831924	41.3545	37.967	0.437293	69.5557	69.898
ENSG00000152076.L01	0.3799	0.377144	0.127276	0.0320768	0.0320538	0.032712
ENSG00000152082.L01	82.3409	81.1124	44.4054	66.7073	65.4764	65.0279
ENSG00000152086	0	0	0	0.0752646	0.075423	0.0757747
ENSG00000152092.L01	0	0	0	0	0	0
ENSG00000152093	0	0	0	0	0	0
ENSG00000152102.L01	25.8109	24.7502	26.1525	39.7466	37.0509	36.944
ENSG00000152117.L01	37.1858	32.8415	37.5859	30.9821	28.3136	28.57
ENSG00000152127.L01	10.666	11.0165	13.7502	11.9432	12.6442	12.3303
ENSG00000152128.L01	0.168623	0.507444	0.992018	0.145785	0.364741	0.301717
ENSG00000152128.L02	0.504031	0	0	0.360257	0	0
ENSG00000152133	3.77757	3.84067	2.99084	4.68984	4.7798	4.80305
ENSG00000152137.L01	0	0	1.26231	0	0	0
ENSG00000152147.L01	3.02707	3.06608	1.86121	2.15317	2.1885	2.1965
ENSG00000152154.L01	0.246822	0.249737	0.51803	0.193148	0.197302	0.183557
ENSG00000152192	0.0344391	0.0343104	0	0.0218819	0.0217026	0.0216673
ENSG00000152193.L01	5.87593	5.67616	4.65625	10.5306	9.95281	10.7021
ENSG00000152207.L01	2.37243	2.4225	2.01416	0.90586	0.919914	0.922003
ENSG00000152208.L01	0	0	0	0	0	0
ENSG00000152213.L01	0.0872194	0.0880197	0.181085	0.0565904	0.0572948	0.0577083
ENSG00000152214.L01	0	0	0	0	0	0
ENSG00000152217.L01	1.40167	1.41018	1.67149	9.33521	9.37537	9.51015
ENSG00000152219.L01	12.4342	10.9574	8.82217	14.2418	12.3776	12.5321
ENSG00000152223.L01	13.7385	0	0	16.8282	0	0
ENSG00000152229.L01	8.67603	0	0	12.5024	0	0
ENSG00000152234.L01	116.155	117.309	110.835	157.776	159.184	158.898
ENSG00000152240.L01	10.7976	10.9498	6.57367	9.46149	9.60516	9.62097
ENSG00000152242.L01	12.6985	12.8034	12.1243	18.3467	18.5675	18.6484
ENSG00000152253.L01	0.809743	0.822112	0.375744	0.689152	0.702104	0.703306
ENSG00000152254.L01	0	0	0	0	0	0
ENSG00000152256.L01	18.3621	19.2274	22.4599	6.10473	6.60238	6.79403
ENSG00000152266	0	0	0	0	0	0
ENSG00000152268.L01	4.08953	4.10289	2.7773	0.724672	0.73051	0.731649
ENSG00000152268.L02	0.378602	0.336686	0.258706	0.64675	0.620808	0.688835
ENSG00000152268.L03	0.493765	0.503691	0.364624	0.585294	0.598539	0.604492
ENSG00000152270	0.27492	0.280417	0.863265	0	0	0
ENSG00000152270.L01	87.4953	88.4037	71.9555	32.3966	32.9012	34.2807
ENSG00000152284.L01	0.302039	0.302969	0.600041	1.13802	1.13932	1.14927
ENSG00000152284.L02	0.334119	0	0	2.26918	0	0
ENSG00000152291.L01	60.8279	61.1579	70.5602	113.787	114.141	114.503
ENSG00000152292.L01	0.0344499	0.034549	0	0	0	0
ENSG00000152315	0	0	0	0	0	0
ENSG00000152332.L01	18.9597	19.3768	18.9465	43.6318	44.4492	44.5418
ENSG00000152348.L01	6.84375	6.9876	7.71767	5.19119	5.31272	5.34024
ENSG00000152359.L01	8.08734	8.21508	6.15325	11.4249	11.5447	12.2021
ENSG00000152377.L01	0.155685	0.158418	0.0975914	0	0	0
ENSG00000152380.L01	0.0691347	0.0702689	0.0795045	0.0931424	0.0950775	0.0949072
ENSG00000152382	6.46775	6.58405	4.78449	10.5263	10.7581	10.7991
ENSG00000152382.L01	0.681036	0.692025	0.918153	1.38375	1.41142	1.5375
ENSG00000152402.L01	0.0214484	0.0216271	0	0	0	0
ENSG00000152404.L01	8.82794	8.95698	9.92074	9.17611	9.36975	9.37326
ENSG00000152409.L01	14.826	15.0913	29.5938	16.1044	16.0568	15.101
ENSG00000152413.L01	1.82183	1.10722	1.58006	0.729169	0.744036	0.746121
ENSG00000152422.L01	1.90923	2.48973	3.18181	3.13585	3.87035	3.21304
ENSG00000152430.L01	0	0	0	0.223884	0.22752	0.229107
ENSG00000152454.L01	0	5.70939	5.95854	0	6.26287	6.31872
ENSG00000152455.L01	0.770818	0.789301	1.16586	1.34487	1.37984	1.38163
ENSG00000152457.L01	7.49453	7.47844	4.66039	10.8674	11.064	11.7512
ENSG00000152463.L01	0	0	0	0	0	0
ENSG00000152464.L01	3.88279	3.91274	5.28294	5.28593	5.33168	5.34543
ENSG00000152465.L01	14.5826	16.1907	11.3109	10.1239	10.8058	10.363
ENSG00000152467.L01	0	0	0	0	0	0
ENSG00000152475	1.42321	1.38797	0.489923	0.477965	0.462652	0.461399
ENSG00000152484.L01	13.0605	13.2969	19.528	13.9963	14.2992	14.3075
ENSG00000152492.L01	2.33082	2.30982	1.86938	4.3156	4.05706	4.06255
ENSG00000152495.L01	40.6722	41.0058	59.3518	19.9423	19.9993	20.0249
ENSG00000152503.L01	0.0204269	0.0208734	0.0851352	0.175805	0.177735	0.178752
ENSG00000152518	636.279	631.684	315.091	241.919	238.714	237.969
ENSG00000152520.L01	25.1073	25.3702	26.966	38.0369	38.549	38.7041
ENSG00000152527.L01	1.07014	1.09143	1.31412	0.19314	0.196963	0.197433
ENSG00000152556.L01	4.44948	4.28264	5.3074	6.69816	6.89421	6.69599
ENSG00000152558.L01	141.452	144.598	176.706	46.3037	47.4538	47.9206
ENSG00000152578.L01	0	0	0.0941941	0.0166676	0.0170101	0.0170569
ENSG00000152580.L01	0	0	0.00657324	0.00664443	0.00848626	0.00855424
ENSG00000152582.L01	3.31839	3.35362	3.55022	1.53583	1.37758	1.56658
ENSG00000152583.L01	0.0528673	0.0537013	0.283437	0	0	0
ENSG00000152591	0	0	0	0	0	0
ENSG00000152592	0	0	0	0	0	0
ENSG00000152595.L01	0	0	0	0	0	0
ENSG00000152601.L01	199.307	201.835	253.162	260.309	264.504	263.405
ENSG00000152611.L01	0	0	0	0	0	0
ENSG00000152620.L01	6.41393	6.29172	5.63123	10.7702	10.7118	11.2295
ENSG00000152642.L01	14.4942	14.6798	7.34403	6.83002	7.21252	6.65188
ENSG00000152661	0	0	0.161412	0	0	0
ENSG00000152669	0	0	0	0	0	0
ENSG00000152670.L01	0	0	0	0.103176	0.105233	0.10552
ENSG00000152672	0	0	0	0	0	0
ENSG00000152683.L01	6.19503	7.02855	3.29248	5.7346	6.1516	5.9271
ENSG00000152689.L01	3.9231	3.60298	8.30042	1.52358	1.4942	1.51117
ENSG00000152689.L02	0.447105	0.45613	0.386307	0.54236	0.563861	0.486182
ENSG00000152700.L01	13.1278	13.3064	12.722	12.7315	12.9106	12.9751
ENSG00000152726.L01	0.368982	0.372034	0.141065	0.0903868	0.0913021	0.092035
ENSG00000152749.L01	1.60624	1.64485	0.918482	1.71651	1.76434	1.77445
ENSG00000152763.L01	0.354458	0.358857	0.10369	0.181077	0.184275	0.184178
ENSG00000152766	0.0840352	0.0854514	0.285288	0	0	0
ENSG00000152767.L01	0.491664	0.486988	0.669304	2.24398	2.14299	2.15096
ENSG00000152767.L02	0.201615	0.64904	0.770088	1.04852	0.760083	1.05024
ENSG00000152767.L03	0	0	0.76582	0	0	1.19038
ENSG00000152778.L01	8.6464	8.80729	6.49661	8.78457	8.95596	9.00843
ENSG00000152779.L01	0	0	0	0	0	0
ENSG00000152782.L01	0.029554	0.0300797	0.265901	0.15601	0.159071	0.159201
ENSG00000152784.L01	4.31376	4.30274	2.68478	1.65262	1.64459	1.54007
ENSG00000152784.L02	0.886735	0	0	0.641901	0	0
ENSG00000152785	0	0	0.0840772	0	0	0
ENSG00000152795.L01	401.893	407.603	364.74	290.99	295.364	295.581
ENSG00000152804.L01	0.696935	0.699801	0.717639	1.38417	1.37992	1.38018
ENSG00000152818.L01	40.1662	40.4438	29.9563	69.5632	71.1363	70.983
ENSG00000152822.L01	0.0342567	0.0342235	0	0	0	0
ENSG00000152894.L01	4.42165	1.34253	1.45048	0	0	0
ENSG00000152894.L02	1.12431	1.14879	10.7055	0	0	0.163065
ENSG00000152894.L03	1.56223	1.55287	0	0.15988	0.162085	0
ENSG00000152904.L01	14.5303	14.7178	16.9818	13.537	13.7348	13.6551
ENSG00000152931	0	0	0	0	0	0
ENSG00000152932.L01	0	0	0	0	0	0
ENSG00000152936.L01	0	0	0	0	0	0
ENSG00000152939.L01	0.233031	0.235137	0.191387	0.105698	0.106287	0.10682
ENSG00000152942.L01	11.8353	13.5178	11.2456	11.1477	12.3431	12.1856
ENSG00000152944.L01	17.2917	17.635	19.2467	25.4761	25.9884	27.7672
ENSG00000152952.L01	0.107283	0.109111	1.67239	0	0	0
ENSG00000152953.L01	0.0393768	0.0398165	0.970726	0.101562	0.102784	0.103278
ENSG00000152954.L01	0	0	0	0	0	0
ENSG00000152977.L01	0	0	0	0	0	0
ENSG00000152990.L01	0.965307	0.98159	1.95067	0.768706	0.48794	0.527964
ENSG00000153002.L01	0	0	0	0	0	0
ENSG00000153006.L01	5.26475	5.35777	3.8312	13.6047	13.8351	13.7728
ENSG00000153012.L01	0	0	0	0	0	0
ENSG00000153015.L01	14.1541	14.3694	8.24673	13.7949	14.0686	12.7931
ENSG00000153029.L01	12.5539	12.6799	13.3661	16.6526	16.6431	16.7896
ENSG00000153044.L01	2.90774	2.93629	2.8057	2.29187	2.34919	2.34702
ENSG00000153046.L01	13.5823	10.7258	10.2586	14.0094	11.1755	10.2893
ENSG00000153048.L01	25.9797	25.8327	20.6893	28.3613	28.4354	28.6843
ENSG00000153060	0.221066	0.221869	0.350458	0.0851228	0.0860235	0.0864305
ENSG00000153064.L01	0.526233	0.535738	1.07568	0	0	0
ENSG00000153066.L01	29.0352	27.7796	39.7866	37.1176	34.2935	37.3834
ENSG00000153086.L01	0.120836	0.122525	0	0.0792257	0.0804048	0.0808182
ENSG00000153093.L01	0.0652847	0.0701746	0	0	0	0
ENSG00000153094.L01	19.9993	20.2009	24.5246	23.0204	23.373	22.556
ENSG00000153107.L01	17.8292	18.5701	19.2515	19.2689	20.7888	23.7648
ENSG00000153113.L01	40.3514	40.728	49.4879	73.2849	75.4002	75.9216
ENSG00000153113.L02	0	0.891707	0	0	9.60281	0
ENSG00000153113.L03	0	0.629341	0	0	3.26179	0
ENSG00000153130.L01	6.01057	6.1273	4.11816	4.70182	4.80733	4.79024
ENSG00000153130.L02	0	0	0	0	0	0
ENSG00000153132	0	0	0	0	0	0
ENSG00000153140.L01	4.19308	4.27284	2.74458	2.42719	2.48063	2.46636
ENSG00000153147.L01	22.9	22.8302	30.167	18.4066	18.2823	18.2368
ENSG00000153162	0.0200409	0.0200718	0.0266417	0	0	0
ENSG00000153165	0.0798205	0.0812543	0.141198	0.0302817	0.0309681	0.0310507
ENSG00000153179.L01	37.6687	37.9874	38.3105	28.9961	29.2157	29.4242
ENSG00000153201.L01	26.1272	25.1093	83.1508	20.015	20.4453	21.1281
ENSG00000153207.L01	19.3052	19.6217	18.5383	19.3872	20.4578	20.5592
ENSG00000153208.L01	0.140822	0.142292	0.234436	0.0227181	0.0229999	0.0231073
ENSG00000153214.L01	8.93657	9.11642	5.19201	7.16352	7.35605	7.39271
ENSG00000153230	0	0	0	0	0	0
ENSG00000153233.L01	0	0	0	0.0585321	0.0599276	0.0602091
ENSG00000153234.L01	2.27275	2.31437	678.636	1.41867	1.4477	56.3025
ENSG00000153234.L02	991.677	994.673	0	59.5605	59.5565	0
ENSG00000153237.L01	0	0	0	0	0	0
ENSG00000153246.L01	0	0	0.0116073	0	0	0
ENSG00000153250.L01	49.621	50.6186	48.0676	39.3937	40.2787	44.8261
ENSG00000153253.L01	0	0	0.0141996	0	0	0
ENSG00000153266	0	0	0	0	0	0
ENSG00000153291.L01	0.345493	0.344781	0.601465	0.104648	0.106396	0.106972
ENSG00000153292.L01	0	0	0.128379	0	0	0
ENSG00000153303.L01	0	0	0	0	0	0
ENSG00000153310.L01	72.6251	73.8352	56.2518	107.625	109.67	110.063
ENSG00000153317.L01	11.527	11.637	16.2494	15.9506	16.1077	16.313
ENSG00000153339.L01	14.4099	13.942	18.4792	17.3436	17.4334	17.3306
ENSG00000153347.L01	0	0	0	0	0	0
ENSG00000153395.L01	59.365	59.3719	44.1934	175.924	176.243	160.628
ENSG00000153404.L01	0.00449354	0.00450464	0.0912273	0.0688415	0.0687249	0.0691726
ENSG00000153406.L01	31.0988	31.8488	17.8791	43.8015	45.8226	45.4371
ENSG00000153443.L01	13.9248	13.7707	9.27064	13.514	13.3235	13.9642
ENSG00000153446.L01	0	0	1.67312	0	0	0
ENSG00000153487.L01	8.51163	8.26141	5.89463	3.77567	3.73125	3.72446
ENSG00000153498.L01	0	0	0	0	0	0
ENSG00000153531.L01	0.143886	0.144089	0.161741	0.295512	0.295373	0.297301
ENSG00000153551.L01	74.2905	75.0267	54.7992	50.7806	51.2679	46.8758
ENSG00000153558.L01	0.358848	0.364298	0.492353	0.627584	0.638584	0.644483
ENSG00000153560.L01	42.1906	42.7331	45.9334	42.9035	43.5464	46.9784
ENSG00000153561.L01	15.4119	15.6638	15.2804	23.7413	24.3176	24.2702
ENSG00000153563.L01	524.593	451.503	510.124	958.876	782.911	827.779
ENSG00000153574	18.0951	18.1633	16.1066	18.4754	18.5504	18.5845
ENSG00000153575.L01	8.68671	8.9357	9.572	17.6145	16.8343	16.5445
ENSG00000153666.L01	1.96386	1.98712	2.02101	0.966548	0.98116	0.988375
ENSG00000153684.L01	0	0	0.0126193	0	0	0
ENSG00000153707.L01	0.410391	0.382138	0.121498	0	0	0
ENSG00000153714	0	0	0	0	0	0
ENSG00000153721.L01	0.0326024	0.0327034	0.115313	0	0	0
ENSG00000153767.L01	2.48958	2.52387	2.16277	7.05238	7.24377	7.20645
ENSG00000153779	0	0	0	0	0	0
ENSG00000153786.L01	24.9677	25.1993	27.2271	27.7649	27.9484	28.0788
ENSG00000153789	0	0	0.0365258	0	0	0
ENSG00000153790.L01	4.8637	4.79213	2.95028	2.72462	2.69356	2.70059
ENSG00000153802.L01	0	0	0	0	0	0
ENSG00000153814.L01	1.13596	0.639393	18.1201	0.821734	0.892529	46.9382
ENSG00000153814.L02	10.0175	0.584506	0	46.4945	1.03427	0
ENSG00000153814.L03	0	10.0831	0	0	46.5524	0
ENSG00000153815.L01	24.8787	24.9108	18.3079	43.0175	43.0756	43.3982
ENSG00000153820	0	0	0	0	0	0
ENSG00000153822.L01	0	0	0	0	0	0
ENSG00000153823.L01	0	0	0.559677	0	0	0
ENSG00000153827.L01	51.7109	50.1065	71.8691	78.4149	78.2794	77.3918
ENSG00000153832.L01	0.771801	0.785029	0.560711	0.995512	1.01393	0.994434
ENSG00000153879.L01	9.67254	9.30037	17.784	11.4934	10.1274	11.99
ENSG00000153885.L01	0.206933	0.20395	0.122921	0.139456	0.137184	0.136782
ENSG00000153896.L01	4.72325	4.03273	1.94351	10.2665	8.27164	7.07455
ENSG00000153898.L01	23.0981	24.997	19.4248	40.2515	47.0164	47.7255
ENSG00000153902.L01	0.553904	0.557566	0.338703	0.163997	0.162715	0.163915
ENSG00000153904.L01	0.0195759	0.0199788	0.0722819	0	0	0
ENSG00000153914.L01	54.3771	55.9149	69.9976	72.2988	75.7262	73.7937
ENSG00000153922.L01	44.7909	47.2275	143.504	69.9771	74.3466	75.0333
ENSG00000153923.L01	0	0	0	0	0	0
ENSG00000153930.L01	0	0	0	0	0	0
ENSG00000153933.L01	10.5117	10.6875	6.97143	15.6284	15.9475	15.6249
ENSG00000153944.L01	47.7607	44.6715	46.1601	56.8115	54.5244	54.6742
ENSG00000153956.L01	0	0	0.159849	0	0	0
ENSG00000153975.L01	7.76946	7.80343	9.97606	9.13733	9.29275	9.50385
ENSG00000153976	0.783687	0.777048	1.69476	0.665178	0.660005	0.659772
ENSG00000153982.L01	2.02403	1.92315	1.09842	1.95127	1.72621	1.72916
ENSG00000153989.L01	12.324	12.6346	13.0551	16.9959	17.5027	17.4755
ENSG00000153993.L01	0	0	0	0	0	0
ENSG00000154001.L01	14.5622	20.9784	13.4193	17.1004	20.016	17.5083
ENSG00000154007	0	0	0	0	0	0
ENSG00000154016.L01	27.2506	27.1932	25.0506	6.79111	6.76173	6.33426
ENSG00000154025.L01	0.552439	0.552817	0.387466	0.135738	0.13567	0.136818
ENSG00000154027.L01	5.14117	5.20761	3.73103	0.268302	0.272518	0.272889
ENSG00000154035.L01	3.68675	3.68948	4.36161	15.4393	15.4409	15.5761
ENSG00000154040.L01	0.0946774	0.0945286	0.357796	0.067335	0.068843	0.0695437
ENSG00000154059.L01	4.68779	4.71407	3.93841	5.93471	6.05031	5.99345
ENSG00000154065.L01	0	0	0.0811032	0.0858078	0.0866404	0.086966
ENSG00000154079.L01	5.37949	5.48227	4.48583	6.31244	6.42019	6.04147
ENSG00000154080	0	0	0	0	0	0
ENSG00000154096.L01	0	0	0.441062	0	0	0
ENSG00000154099.L01	0.341887	0.343587	0.53695	0.335268	0.336997	0.340807
ENSG00000154114.L01	4.59368	4.6122	0	5.84985	6.17668	0
ENSG00000154118.L01	0.190574	0.188536	0.157016	0.283798	0.281803	0.283536
ENSG00000154122.L01	15.6741	7.86716	12.3757	15.6747	11.1412	11.2781
ENSG00000154122.L02	0	15.7787	18.691	0	15.6741	15.7522
ENSG00000154124.L01	0	34.1891	46.0117	0	31.0438	29.5497
ENSG00000154127.L01	12.0027	12.0572	9.59996	4.05972	4.09508	4.13052
ENSG00000154133.L01	0.012317	0.0123904	0.123031	0	0	0
ENSG00000154134.L01	6.86497	6.8781	8.48924	15.3824	15.3249	14.1509
ENSG00000154143	0	0	0	0	0	0
ENSG00000154144.L01	62.7086	63.2434	51.9022	75.1482	76.0845	72.2545
ENSG00000154146.L01	0.197526	0.195047	0.698787	0.122663	0.120452	0.120328
ENSG00000154146.L02	0.853169	0	0	0.238633	0	0
ENSG00000154153.L01	20.0836	20.4347	12.4913	1.22209	1.24688	1.25683
ENSG00000154162.L01	0.149855	0.151937	0.234915	0.187373	0.189742	0.19218
ENSG00000154165.L01	12.5856	12.7866	1.32548	0.481289	0.489762	0.524792
ENSG00000154174.L01	1.02714	11.9508	10.22	1.8981	19.0199	18.6576
ENSG00000154174.L02	11.8207	0	0	18.7136	0	0
ENSG00000154175.L01	0	0	0.0271338	0.0217595	0.0229167	0.0223531
ENSG00000154188.L01	0	0	0.0906595	0	0	0
ENSG00000154198	0	0	0	0	0	0
ENSG00000154217.L01	108.201	92.8529	98.3601	106.149	92.7957	93.0764
ENSG00000154222.L01	25.741	27.0736	24.9276	28.3038	29.6926	30.0188
ENSG00000154227.L01	0.523929	0.528314	0.736011	0.642395	0.647109	0.650036
ENSG00000154229.L01	13.9784	14.097	14.2404	3.59605	3.62232	3.4141
ENSG00000154237.L01	0.127657	0.12743	0.25254	0.0901124	0.0900437	0.0906848
ENSG00000154252.L01	1.11873	1.1555	1.85868	4.02398	4.00322	4.0122
