fromNode	toNode	weight	direction	fromAltName	toAltName
CYB561D1	PSMC3	0.539396425103129	undirected	NA	NA
CHPF2	MRPS23	0.539395219099595	undirected	NA	NA
CDS2	PSMD8	0.539393365664474	undirected	NA	NA
CTDSP1	GALC	0.539390045550306	undirected	NA	NA
ILRUN	SUSD1	0.539388063657178	undirected	NA	NA
MRPL20-AS1	ZC3H12D	0.539387398742798	undirected	NA	NA
GZMA	SSR4	0.539387343285912	undirected	NA	NA
CERCAM	TECR	0.539386567982358	undirected	NA	NA
ITK	KIAA0930	0.539385282190862	undirected	NA	NA
CHMP2A	CTBP2	0.539383418480884	undirected	NA	NA
CD247	GZMA	0.539381623885157	undirected	NA	NA
NFE2L1	TMUB2	0.539380836032284	undirected	NA	NA
ANXA6	STX17	0.539378450617133	undirected	NA	NA
GLMP	LCP1	0.539375135758771	undirected	NA	NA
CDS2	ELOB	0.539370757829422	undirected	NA	NA
MAPK7	SYT11	0.539369010296877	undirected	NA	NA
RTN3	STX10	0.539367778373227	undirected	NA	NA
ING4	SSR4	0.539366590392391	undirected	NA	NA
RHOH	ZNF101	0.539366188498968	undirected	NA	NA
PGAM1	SPG21	0.539365806305071	undirected	NA	NA
HEG1	PJA2	0.539365369559366	undirected	NA	NA
ARPC5L	CHPF2	0.539365288550791	undirected	NA	NA
AGTRAP	MARCHF8	0.539365077484706	undirected	NA	NA
SLC1A7	ZMIZ1	0.539364538510277	undirected	NA	NA
DUSP8	PPP1R18	0.539364323058464	undirected	NA	NA
ARMCX6	PDIA6	0.539362627481871	undirected	NA	NA
H6PD	RAB5B	0.539361676853603	undirected	NA	NA
ACSL5	KLRG1	0.539360873058617	undirected	NA	NA
HLA-DPB1	TECR	0.539359718374199	undirected	NA	NA
NAXE	TRAV13-1	0.539358489012205	undirected	NA	NA
GLIPR1	SNTB1	0.539358260315488	undirected	NA	NA
CD63	KAT5	0.539357802181491	undirected	NA	NA
CSK	LAMTOR1	0.539356673010243	undirected	NA	NA
MRPS11	PPIA	0.539356140751398	undirected	NA	NA
RSL1D1	SEPTIN7	0.539355721556803	undirected	NA	NA
ARMCX6	SELENOS	0.539355395760878	undirected	NA	NA
CST7	HNRNPH1	0.539355207888734	undirected	NA	NA
MEGF9	NTNG2	0.539351036519517	undirected	NA	NA
ARL4C	FHIP1B	0.539350543704873	undirected	NA	NA
CTSC	GET3	0.539350432629877	undirected	NA	NA
NFE2L1	RHBDD2	0.539350420177376	undirected	NA	NA
CYB561D1	ERAP1	0.539350109596826	undirected	NA	NA
ABHD17A	MAD2L2	0.539349583821795	undirected	NA	NA
CHPF2	ILRUN	0.539349539278461	undirected	NA	NA
IWS1	PSKH1	0.53934919433411	undirected	NA	NA
POP4	SELPLG	0.539346882788374	undirected	NA	NA
PRDM1	SNTB1	0.539342388256126	undirected	NA	NA
ANXA11	KLRD1	0.539342086828516	undirected	NA	NA
KIAA0930	SLC25A20	0.539338775581066	undirected	NA	NA
MCRIP1	RAB5B	0.539338149333317	undirected	NA	NA
FBXO6	SZRD1	0.539338108647432	undirected	NA	NA
ARPC5L	NFE2L1	0.539337153436375	undirected	NA	NA
CALHM2	COPS7A	0.539333877669132	undirected	NA	NA
ANXA11	PTPA	0.539331468969254	undirected	NA	NA
RNF167	TPST2	0.539327832322504	undirected	NA	NA
CASP4	ING4	0.53932672503406	undirected	NA	NA
DNASE2	PTPN6	0.53932523642404	undirected	NA	NA
OSBPL5	PRF1	0.539324659903995	undirected	NA	NA
ATMIN	TTC3	0.539323530600469	undirected	NA	NA
SSH1	TM2D1	0.539322063846363	undirected	NA	NA
LTBP4	SRP14	0.539321802072746	undirected	NA	NA
POMGNT1	ZNF513	0.539320709036542	undirected	NA	NA
RSU1	ZNF362	0.53931827434932	undirected	NA	NA
MITD1	MOV10	0.53931563505422	undirected	NA	NA
PIK3AP1	PRSS57	0.539315120966266	undirected	NA	NA
ATP6V0B	RGL4	0.539312857213597	undirected	NA	NA
DUSP23	TRDV2	0.539311439554725	undirected	NA	NA
POMGNT1	ZEB2	0.53930939082934	undirected	NA	NA
EWSR1	ITPA	0.539308864048398	undirected	NA	NA
SET	THAP11	0.539308769095941	undirected	NA	NA
EFHD2	S100A6	0.539307892536025	undirected	NA	NA
HDGFL3	PIK3AP1	0.53930788323514	undirected	NA	NA
COPS7A	GFUS	0.539307418966113	undirected	NA	NA
PGAM1	SELPLG	0.539305375876501	undirected	NA	NA
CD63	EXTL3	0.539304531528885	undirected	NA	NA
BEX4	COMMD8	0.539303291886705	undirected	NA	NA
POP7	RALY	0.539302482035992	undirected	NA	NA
PPP1R18	WDR81	0.539302238365159	undirected	NA	NA
BIN2	PTPN12	0.539301735700774	undirected	NA	NA
FBXL12	PGPEP1	0.539299159209024	undirected	NA	NA
C12orf75	CAST	0.539295361905739	undirected	NA	NA
PPP1CC	SLAMF7	0.539293780609938	undirected	NA	NA
C1orf174	WSB2	0.539293711215088	undirected	NA	NA
MYDGF	SRRM1	0.539292207230241	undirected	NA	NA
PSMB8	TPST2	0.539290857839109	undirected	NA	NA
SET	SNRPC	0.539290187764407	undirected	NA	NA
ESRP2	MEX3C	0.539290000652857	undirected	NA	NA
ATF7IP	EMC4	0.539289177389469	undirected	NA	NA
ANXA2	SELENOS	0.539288718790944	undirected	NA	NA
GNG2	PDIA6	0.539288588993895	undirected	NA	NA
FOXO4	TPST2	0.53928686454465	undirected	NA	NA
CHPF2	LARP4B	0.539284548384816	undirected	NA	NA
SELENOS	UBL4A	0.539282093462148	undirected	NA	NA
QTRT1	TGFBR1	0.53928052931673	undirected	NA	NA
FHL3	NPTN	0.53927950420888	undirected	NA	NA
ACTR2	PBXIP1	0.539273796992565	undirected	NA	NA
PRF1	TMEM14C	0.539270294789208	undirected	NA	NA
NKRF	TARS1	0.539270216784361	undirected	NA	NA
ATMIN	SYT11	0.539265169366422	undirected	NA	NA
LCP1	POLR2G	0.539261632511937	undirected	NA	NA
CAPN2	NPM1	0.539261151567764	undirected	NA	NA
AKR1C3	ITPA	0.539260632705159	undirected	NA	NA
NT5C3B	PPP1R7	0.539258581979607	undirected	NA	NA
NFE2L1	RGL2	0.539258192436914	undirected	NA	NA
PDLIM1	PSMD8	0.539257520174661	undirected	NA	NA
CALHM2	MRPL10	0.539253406175749	undirected	NA	NA
POP4	STX17	0.539253107554208	undirected	NA	NA
IFI27L2	TSPOAP1	0.539252282536507	undirected	NA	NA
CCDC115	FBXL12	0.53925038362702	undirected	NA	NA
MITD1	POLR2J	0.539249006968768	undirected	NA	NA
ATP5MC3	RAB5B	0.539248239235317	undirected	NA	NA
COMMD7	TTC3	0.539242811742826	undirected	NA	NA
MYOM2	SDHC	0.539242530993751	undirected	NA	NA
RNF5	SET	0.53924089281334	undirected	NA	NA
FOXO4	TSN	0.539239522848827	undirected	NA	NA
CMKLR1	PSMB6	0.53923672828859	undirected	NA	NA
HMGN4	SIGLEC17P	0.539236097251604	undirected	NA	NA
ABI3	BCL6	0.539234688335	undirected	NA	NA
SELENOS	STX17	0.539234174087274	undirected	NA	NA
COPS9	EXTL3	0.539233329653013	undirected	NA	NA
ITPA	PRDX5	0.5392298185862	undirected	NA	NA
M6PR	RAB1B	0.539229635195391	undirected	NA	NA
MAP3K8	PSKH1	0.539229024269523	undirected	NA	NA
FBXL12	ITGB2	0.539227934078373	undirected	NA	NA
AP2B1	GNG2	0.539227796404976	undirected	NA	NA
ACTN4	BCL6	0.539225587009685	undirected	NA	NA
CNOT7	FHIP1B	0.539225394909546	undirected	NA	NA
MAPK7	TECR	0.539225166715286	undirected	NA	NA
ADPGK	FRMD8	0.539225073390591	undirected	NA	NA
FAM117A	S100A10	0.539223269461995	undirected	NA	NA
TMEM9B	TRGV8	0.539222038912971	undirected	NA	NA
AKAP5	METRN	0.539221185146423	undirected	NA	NA
CHPF2	DLG5	0.53922059576234	undirected	NA	NA
COMMD7	DOCK9	0.539219593674026	undirected	NA	NA
ELOB	PFN1	0.539218171722326	undirected	NA	NA
CD27-AS1	PLEKHJ1	0.539217681645037	undirected	NA	NA
PLEKHG3	TADA3	0.539216227125562	undirected	NA	NA
MRPL20-AS1	ZNF513	0.539215418992627	undirected	NA	NA
RUNX1	TMEM14C	0.539211048537117	undirected	NA	NA
GALC	ILRUN	0.539210534822031	undirected	NA	NA
BICRAL	GLO1	0.539210417640594	undirected	NA	NA
PSMC3	SRP14	0.539208273426899	undirected	NA	NA
ITGAM	POLR2G	0.539206763357365	undirected	NA	NA
ARL5A	SYPL1	0.539205584848121	undirected	NA	NA
LYN	NAT9	0.539204748326871	undirected	NA	NA
ELF4	GALNT1	0.539204424397879	undirected	NA	NA
CLTB	TRGV8	0.539203853356123	undirected	NA	NA
PAFAH1B1P2	SYT11	0.539202227642475	undirected	NA	NA
CEACAM21	WSB1	0.539202103557197	undirected	NA	NA
LCP1	SYPL1	0.539199740741049	undirected	NA	NA
CDS2	PSMB2	0.53919899816111	undirected	NA	NA
C12orf75	ZC3H12D	0.539197618503293	undirected	NA	NA
EML2	NCR1	0.539195081440884	undirected	NA	NA
CAP1	FGR	0.539194793388775	undirected	NA	NA
FBXL12	GLTP	0.539192993197338	undirected	NA	NA
AP2S1	CCNH	0.539191889020906	undirected	NA	NA
ATMIN	SYPL1	0.539189591563026	undirected	NA	NA
CAP1	DBI	0.539188614605766	undirected	NA	NA
UBR4	WBP1L	0.539187366573374	undirected	NA	NA
CYB561D1	EMC4	0.539187067714332	undirected	NA	NA
GRK6	PLAAT3	0.539185824596471	undirected	NA	NA
GLTP	SLC39A11	0.53918478646603	undirected	NA	NA
BZW1	PTPN12	0.5391846340674	undirected	NA	NA
FASN	RGL4	0.539184212946134	undirected	NA	NA
CCDC32	WBP1L	0.539182986414248	undirected	NA	NA
CENATAC	FEZ1	0.539182866779472	undirected	NA	NA
APMAP	BAG1	0.539181457563795	undirected	NA	NA
TIGIT	TLNRD1	0.539180910713795	undirected	NA	NA
CDV3	PTMS	0.539179530254647	undirected	NA	NA
OXLD1	RABAC1	0.539178811750622	undirected	NA	NA
CALM3	WBP1L	0.539177147093428	undirected	NA	NA
CALHM2	MSC	0.539176977089217	undirected	NA	NA
CCNH	UBE2B	0.539175929739237	undirected	NA	NA
SMAD2	ZNF80	0.539173100462408	undirected	NA	NA
CMKLR1	MTMR12	0.539171960186582	undirected	NA	NA
BIN2	RNF167	0.539170745020586	undirected	NA	NA
PAFAH1B1P2	ZEB2	0.53916993808644	undirected	NA	NA
DHRS7	PSKH1	0.539168368480555	undirected	NA	NA
GTF3C1	MSC	0.539166022610918	undirected	NA	NA
CENPB	ZBTB14	0.539165381591761	undirected	NA	NA
ATP6V0B	STK17A	0.539163235335124	undirected	NA	NA
GNAI2	UBE2B	0.539162888350041	undirected	NA	NA
IMPDH1	SMAD2	0.539162492884946	undirected	NA	NA
CYB561D1	THAP12	0.539162357293026	undirected	NA	NA
ATXN7L3B	TWF1	0.539161189225574	undirected	NA	NA
TCF3	WHRN	0.539160080076492	undirected	NA	NA
OGG1	PSMD8	0.539158249733077	undirected	NA	NA
HP1BP3	ITGAM	0.53915452044449	undirected	NA	NA
DUSP12	IMPDH1	0.539154200353049	undirected	NA	NA
EMC10	ING4	0.539153651970214	undirected	NA	NA
AKAP1	GNAI2	0.539151476453822	undirected	NA	NA
MAPK7	S1PR5	0.539150646963468	undirected	NA	NA
S1PR5	SSBP4	0.539150623000844	undirected	NA	NA
MAD2L2	PDZD11	0.539149952269136	undirected	NA	NA
CMC1	ISCU	0.539149861725566	undirected	NA	NA
NTNG2	ZBTB8OS	0.539149612470962	undirected	NA	NA
ITK	RIN3	0.539149204597794	undirected	NA	NA
CMPK1	CYB561D1	0.539142097698954	undirected	NA	NA
DDOST	RPS6KA1	0.539142043263522	undirected	NA	NA
PRRC2A	SNTB1	0.539141430096518	undirected	NA	NA
DR1	TADA2B	0.539137230534686	undirected	NA	NA
PDZD11	SELPLG	0.539135852906013	undirected	NA	NA
LTBP4	TPM3	0.539135363354557	undirected	NA	NA
RASGEF1A	TMEM9B	0.53913527290957	undirected	NA	NA
MAP4K2	WHRN	0.539134827734037	undirected	NA	NA
PTMS	ZC3H12D	0.539132947464362	undirected	NA	NA
HDDC2	WDR81	0.539132420319713	undirected	NA	NA
BCL6	CALHM2	0.539130933114437	undirected	NA	NA
COMMD8	PPIH	0.53912658111298	undirected	NA	NA
SNHG17	WSB2	0.539126038873376	undirected	NA	NA
CSTB	SSR4	0.539125135231192	undirected	NA	NA
BRK1	MYDGF	0.539124854328376	undirected	NA	NA
FEZ1	TRDV3	0.539124505185044	undirected	NA	NA
FCRL6	SET	0.539118019376571	undirected	NA	NA
GNL3	SNX17	0.539114364010506	undirected	NA	NA
PPP1R18	SLAMF7	0.539112934070163	undirected	NA	NA
BRK1	LPAR6	0.539112715853581	undirected	NA	NA
FRAT1	GRK6	0.539112633720478	undirected	NA	NA
NCALD	PSMD8	0.539107235428656	undirected	NA	NA
AXIN1	OASL	0.539107084260014	undirected	NA	NA
PEPD	RHBDD2	0.539106564328429	undirected	NA	NA
GPAA1	GZMM	0.539105741472089	undirected	NA	NA
GTF3C6	TMA7	0.539104422114443	undirected	NA	NA
PDZD4	PPP1R7	0.539104352700914	undirected	NA	NA
DR1	KLHDC3	0.539100713513738	undirected	NA	NA
LAMP2	SMIM29	0.539100592852212	undirected	NA	NA
MAD2L2	MLXIP	0.539100185285188	undirected	NA	NA
PSMD8	RPS6KA4	0.539098370054663	undirected	NA	NA
GTF3C1	NMUR1	0.539094833740678	undirected	NA	NA
ARPC3	WSB1	0.539094336772209	undirected	NA	NA
CMC1	COTL1	0.539094032496885	undirected	NA	NA
KIAA2013	TOR2A	0.53909313759458	undirected	NA	NA
FLOT1	HDGFL3	0.539091289628208	undirected	NA	NA
ABCF1	SH3KBP1	0.539090847725105	undirected	NA	NA
LAMTOR2	MLC1	0.539086024508243	undirected	NA	NA
SEL1L3	TANGO2	0.539085827650171	undirected	NA	NA
RTRAF	TMEM30A	0.539085096473554	undirected	NA	NA
BIN2	GIPC1	0.539084830002586	undirected	NA	NA
MOB1A	TSN	0.539081883971767	undirected	NA	NA
SRI	VPS45	0.539081565503193	undirected	NA	NA
KMT5A	MATK	0.539079088982488	undirected	NA	NA
C12orf73	CHPF2	0.539078738008872	undirected	NA	NA
ATF7IP	CTSC	0.53907801686756	undirected	NA	NA
AKR1C3	SDHC	0.539076904181092	undirected	NA	NA
C12orf73	SSH1	0.539074879380448	undirected	NA	NA
CCNH	SLC46A3	0.539074620516684	undirected	NA	NA
RAP1A	VPS45	0.539072328551409	undirected	NA	NA
CTNNA1	CYB561D1	0.539071454995979	undirected	NA	NA
LINC02481	TTC3	0.539068509399526	undirected	NA	NA
MBP	PDE3B	0.539066561403055	undirected	NA	NA
ARL6IP5	PPP1CA	0.539064439902384	undirected	NA	NA
FOXO4	TMUB2	0.539060806463231	undirected	NA	NA
LAMTOR5	PDAP1	0.539059948225098	undirected	NA	NA
APOL2	MAPKAPK3	0.539059792890292	undirected	NA	NA
APRT	WSB2	0.539059253643119	undirected	NA	NA
FCRL6	HS1BP3	0.539056970527312	undirected	NA	NA
CENPB	EMC4	0.539056918698995	undirected	NA	NA
PSMB6	TM2D1	0.539056111888404	undirected	NA	NA
ADPGK	CD81	0.539055921913205	undirected	NA	NA
AKAP5	SF3B6	0.539053604847501	undirected	NA	NA
PSME1	SELPLG	0.539052403118068	undirected	NA	NA
G6PC3	RALY	0.539048108215661	undirected	NA	NA
LRPPRC	TECR	0.539048093321568	undirected	NA	NA
ATP6V1F	KMT5A	0.539045762099989	undirected	NA	NA
ARHGAP12	ERP29	0.539044962692188	undirected	NA	NA
ATMIN	TM2D1	0.539041049233676	undirected	NA	NA
LAMP2	ZBTB8OS	0.539040556431459	undirected	NA	NA
MIEN1	NCALD	0.539039575366038	undirected	NA	NA
NPTN	SNRPC	0.539038706747701	undirected	NA	NA
FAM117A	PTPRM	0.539037897723353	undirected	NA	NA
GLO1	RASSF4	0.539036358569209	undirected	NA	NA
INO80E	KIAA2013	0.539030392256266	undirected	NA	NA
SDHC	TMA7	0.539027312446953	undirected	NA	NA
CHPF2	SSH1	0.539025728863396	undirected	NA	NA
BCL6	FAM78A	0.539025419751161	undirected	NA	NA
AKAP5	ZMIZ1	0.539023199407284	undirected	NA	NA
KLHDC3	PDE7A	0.539020563775	undirected	NA	NA
EXTL3	MFSD5	0.539018721648096	undirected	NA	NA
FBXO6	GRK6	0.539016871356314	undirected	NA	NA
FAM117A	LCP1	0.539016503387529	undirected	NA	NA
AGO4	GTF3C1	0.539014110784043	undirected	NA	NA
EFHD2	STARD7	0.539013562942135	undirected	NA	NA
B3GALT4	PPP1CA	0.539012877115413	undirected	NA	NA
POMGNT1	STARD7	0.539009773796069	undirected	NA	NA
PPIH	RGS3	0.539004067995391	undirected	NA	NA
C12orf75	H6PD	0.539003589360602	undirected	NA	NA
EIF4EBP2	TM2D1	0.539003359765847	undirected	NA	NA
PSMB6	RHOH	0.539003277493566	undirected	NA	NA
AP2B1	ERAP1	0.539002090871618	undirected	NA	NA
EMC10	SSNA1	0.539001581985781	undirected	NA	NA
CD151	RABAC1	0.5389998986806	undirected	NA	NA
FAM78A	SNX17	0.538999714827605	undirected	NA	NA
CTDSP1	ZDHHC20	0.5389975538755	undirected	NA	NA
RPS6KA4	VPS45	0.538997107223692	undirected	NA	NA
CAPN2	DR1	0.538996916305857	undirected	NA	NA
TECR	ZNF101	0.538993948609908	undirected	NA	NA
GLO1	ICAM3	0.538993670125111	undirected	NA	NA
GAPDH	SCP2	0.538993282614048	undirected	NA	NA
OASL	TSN	0.538988033819946	undirected	NA	NA
FCRL6	POP4	0.538987634816192	undirected	NA	NA
LRP10	SLC39A11	0.538985746099784	undirected	NA	NA
ERAP1	RAB1B	0.538984492173918	undirected	NA	NA
CXCR2	LSM7	0.538982093181549	undirected	NA	NA
LSM7	ZBTB1	0.538982004241344	undirected	NA	NA
ATXN7L3B	SRP14	0.538980757758771	undirected	NA	NA
ANXA11	ICMT	0.53898030961745	undirected	NA	NA
POLR1C	THBS3	0.538979846189723	undirected	NA	NA
NKG7	SELL	0.538978312561915	undirected	NA	NA
FEZ1	KLRF1	0.538978268979968	undirected	NA	NA
PPP1R7	RAB6A	0.538977584205628	undirected	NA	NA
GHITM	TWF1	0.538977506126051	undirected	NA	NA
AP2S1	TRIP4	0.538976922740005	undirected	NA	NA
HMGN4	NAPA	0.538976920445196	undirected	NA	NA
AP2S1	KIAA1143	0.538976795768734	undirected	NA	NA
CAST	PRSS23	0.538975703601229	undirected	NA	NA
MAN1A1	PDZD11	0.538975261140863	undirected	NA	NA
CD151	TMEM161B-DT	0.538975256835688	undirected	NA	NA
CERCAM	GRB2	0.538973520631544	undirected	NA	NA
BCAP29	OXLD1	0.53897263440398	undirected	NA	NA
S100A6	TMUB2	0.53897185972018	undirected	NA	NA
OASL	PTPN12	0.538969931227542	undirected	NA	NA
COMMD8	SLAMF7	0.538969350860159	undirected	NA	NA
OSER1	TMEM30A	0.538966985046917	undirected	NA	NA
AKR1C3	C19orf25	0.538966242301649	undirected	NA	NA
GPAA1	LIG1	0.538965790911505	undirected	NA	NA
BZW1	CEACAM21	0.538963472106021	undirected	NA	NA
KLRG1	VAMP8	0.538963457279393	undirected	NA	NA
HDDC2	TTC19	0.538963182128281	undirected	NA	NA
MRPS12	TXN	0.538962417371264	undirected	NA	NA
C1orf174	GRB2	0.538961645582865	undirected	NA	NA
MARCHF2	TMEM129	0.538958637738584	undirected	NA	NA
SKAP2	SNX3	0.538958258667886	undirected	NA	NA
CTDSP1	WDR46	0.538955633250409	undirected	NA	NA
B2M	LCP1	0.538952956073461	undirected	NA	NA
NCALD	PRANCR	0.538952463605311	undirected	NA	NA
CD247	SH3BGRL	0.538951102492703	undirected	NA	NA
EMC10	SZRD1	0.538951066665991	undirected	NA	NA
GBA	KIR3DX1	0.538950536163006	undirected	NA	NA
APEX1	PRSS23	0.538950404287667	undirected	NA	NA
CIRBP	RTL6	0.538948126376316	undirected	NA	NA
CAPNS1	TNFRSF10B	0.538945699706044	undirected	NA	NA
ACSS1	PDE7A	0.538945085580482	undirected	NA	NA
MSC	TLN1	0.538943193812158	undirected	NA	NA
ARL4C	BIN2	0.538942327956815	undirected	NA	NA
CYRIA	TMED9	0.53894168659616	undirected	NA	NA
DNAJC1	GAPDH	0.538941509999836	undirected	NA	NA
OGG1	RPS6KA4	0.538940748993069	undirected	NA	NA
C1orf162	CHMP1A	0.538940151758149	undirected	NA	NA
MRGBP	TBC1D10C	0.538937208024979	undirected	NA	NA
GZMA	LAMTOR2	0.538934033506716	undirected	NA	NA
PSMD8	RGS3	0.538933441541957	undirected	NA	NA
MAPKAPK3	PLAAT4	0.53893217233194	undirected	NA	NA
LAMTOR4	UPP1	0.538931128288482	undirected	NA	NA
ATMIN	WDR46	0.538928485785468	undirected	NA	NA
EXTL3	LRP10	0.538928481596814	undirected	NA	NA
MYDGF	PTPN6	0.538928086100691	undirected	NA	NA
FGR	TSPOAP1	0.538927643960801	undirected	NA	NA
LAMTOR1	PPM1G	0.538927352709317	undirected	NA	NA
AKAP17A	SRP14	0.538927113439682	undirected	NA	NA
DECR1	RASGEF1A	0.53892561544345	undirected	NA	NA
DDX60L	INO80E	0.538925122228509	undirected	NA	NA
HEG1	PTPN18	0.538924449046194	undirected	NA	NA
ATP6V0B	SYPL1	0.538922989330523	undirected	NA	NA
MAN1A1	SLC16A6	0.53891747880788	undirected	NA	NA
MLXIP	RAB27A	0.538916888836377	undirected	NA	NA
HIVEP3	PGPEP1	0.538915964155481	undirected	NA	NA
CNOT7	MRPS11	0.538914452350193	undirected	NA	NA
DECR1	HMGN4	0.53891412519316	undirected	NA	NA
CDC123	TMED9	0.53891245458025	undirected	NA	NA
BEX4	SLC25A1	0.53891240335511	undirected	NA	NA
RASGEF1A	TMEM107	0.53891199307425	undirected	NA	NA
NTNG2	SH3KBP1	0.538911307111529	undirected	NA	NA
GLTP	PJA2	0.53890962406422	undirected	NA	NA
CYRIA	HDDC2	0.538908991238842	undirected	NA	NA
R3HCC1	SLC27A3	0.53890826060044	undirected	NA	NA
PPP1CA	SF3B3	0.538902536710795	undirected	NA	NA
INO80E	KIAA1143	0.538901897616446	undirected	NA	NA
HEG1	MOAP1	0.538901352095438	undirected	NA	NA
G6PC3	SH3KBP1	0.538897176051294	undirected	NA	NA
ICMT	ITK	0.538896781566453	undirected	NA	NA
ATMIN	ZBTB8OS	0.53889653960618	undirected	NA	NA
ATP1B3	NAT9	0.538895844690698	undirected	NA	NA
ATXN7L3B	WHRN	0.538894528052093	undirected	NA	NA
ADPGK	GZMB	0.538893643962887	undirected	NA	NA
FIBP	PARK7	0.538893500032919	undirected	NA	NA
PRF1	TMEM161B-DT	0.538891572734298	undirected	NA	NA
CAPNS1	SELPLG	0.538890365418842	undirected	NA	NA
PLEKHJ1	RTL6	0.538889193230839	undirected	NA	NA
AKT1	PRKCB	0.538887279867688	undirected	NA	NA
TECR	UBE2N	0.538886438457442	undirected	NA	NA
NFE2L1	TM2D2	0.538886225402911	undirected	NA	NA
EMC10	SNX18	0.538883203975151	undirected	NA	NA
C7orf50	LPAR6	0.53887751839901	undirected	NA	NA
INO80E	SMIM29	0.538876099374782	undirected	NA	NA
RAB1B	SEPTIN7	0.538875308770491	undirected	NA	NA
RAP1A	S100A6	0.538874672407136	undirected	NA	NA
ATP1B3	PBXIP1	0.538874017143107	undirected	NA	NA
LCP1	NPTN	0.538872607422868	undirected	NA	NA
CTBP2	VAMP8	0.538870988700183	undirected	NA	NA
LAMTOR1	SEPHS2	0.538870445363652	undirected	NA	NA
HLA-DPB1	RSU1	0.538870018882488	undirected	NA	NA
MRPS23	RUNX1	0.538868057844699	undirected	NA	NA
RTRAF	TXN	0.538866828638906	undirected	NA	NA
METRN	SLC25A43	0.538866563560356	undirected	NA	NA
DNAJC1	HS1BP3	0.538863092367496	undirected	NA	NA
FRMD8	RPS6KA1	0.538862864908172	undirected	NA	NA
SELPLG	TPM3	0.538861656804056	undirected	NA	NA
AKAP1	MAP2K2	0.538860635532254	undirected	NA	NA
ITGAM	UBL4A	0.538860391079817	undirected	NA	NA
TMEM30A	VPS45	0.53886018125541	undirected	NA	NA
GABPB1	LAMTOR2	0.538854675551841	undirected	NA	NA
EOMES	THAP11	0.538854187154506	undirected	NA	NA
MLC1	TMEM107	0.538854025335315	undirected	NA	NA
ATP6V0B	UBL4A	0.538852203047186	undirected	NA	NA
DUSP12	RAB27A	0.53885158628587	undirected	NA	NA
G6PC3	GZMB	0.538851403125457	undirected	NA	NA
PTPA	ZDHHC12	0.538848758099682	undirected	NA	NA
GNAI2	PIP5K1C	0.538846996378905	undirected	NA	NA
EDF1	ICMT	0.53884446975213	undirected	NA	NA
BRK1	CMC1	0.538842936207117	undirected	NA	NA
LARP4B	PLEK	0.538842425002646	undirected	NA	NA
ITGAM	THAP12	0.538839750001745	undirected	NA	NA
ATP6V0E1	PRSS30P	0.53883797105737	undirected	NA	NA
KAT5	TMEM219	0.538837147785829	undirected	NA	NA
PLOD1	SRP9	0.538833989179385	undirected	NA	NA
NKRF	PUM3	0.538831130121233	undirected	NA	NA
CMKLR1	POLR2G	0.538830895959452	undirected	NA	NA
GPAA1	UBE2L3	0.538830489215462	undirected	NA	NA
MBP	MTMR12	0.538827996736297	undirected	NA	NA
KIR3DX1	VAMP7	0.538827701321808	undirected	NA	NA
MRPS11	SLC16A6	0.538827523580156	undirected	NA	NA
LCP1	RTL6	0.538826843321007	undirected	NA	NA
RNF220	ZNF362	0.538825416974504	undirected	NA	NA
TNFRSF10B	TPM3	0.538825377462115	undirected	NA	NA
CAP1	MLXIP	0.538824277320088	undirected	NA	NA
ABHD17A	LINC00528	0.538823369531205	undirected	NA	NA
DMAC2	LARP4B	0.538822232899367	undirected	NA	NA
LPGAT1	TRAV13-1	0.538822086566116	undirected	NA	NA
BICRAL	HDDC2	0.538821718628709	undirected	NA	NA
MATK	PLEKHG3	0.538819485146609	undirected	NA	NA
FHIP1B	LAMTOR1	0.538818020760278	undirected	NA	NA
C12orf75	S1PR5	0.538815923009262	undirected	NA	NA
CHMP2A	PLAAT3	0.538813833883579	undirected	NA	NA
OSER1	THBS3	0.538813627265878	undirected	NA	NA
SSR4	ST3GAL2	0.538812948448055	undirected	NA	NA
MMP23B	TECR	0.538812900348156	undirected	NA	NA
PLEKHJ1	RTN3	0.538811367712703	undirected	NA	NA
SH3KBP1	TM2D1	0.538811144223659	undirected	NA	NA
ADAM8	TARBP1	0.538810818498196	undirected	NA	NA
AP3S1	RPN2	0.538810679846437	undirected	NA	NA
HDDC2	MAPKAPK3	0.538809820033335	undirected	NA	NA
BRK1	SSR4	0.538809685043784	undirected	NA	NA
SRP14	THAP12	0.538808661331946	undirected	NA	NA
CXXC5	MYOM2	0.538808251406867	undirected	NA	NA
TARS1	TXN	0.538807109368352	undirected	NA	NA
AP2S1	ZBTB14	0.538806376611092	undirected	NA	NA
ANP32B	SELENOS	0.538803747158494	undirected	NA	NA
EIF4EBP2	ZEB2	0.538803679030542	undirected	NA	NA
PIK3AP1	RIN3	0.538801452587048	undirected	NA	NA
COMMD7	S1PR5	0.538799878469986	undirected	NA	NA
RHOH	TTC3	0.538798852700326	undirected	NA	NA
PTPN12	RAB27A	0.538798168402551	undirected	NA	NA
NCALD	TSPOAP1	0.538797610649366	undirected	NA	NA
OSBPL5	POMGNT1	0.538797531469927	undirected	NA	NA
SKA2	TSPOAP1	0.538791105574999	undirected	NA	NA
APOBR	CD164	0.538789039009568	undirected	NA	NA
SLAMF7	SMCHD1	0.538786942494685	undirected	NA	NA
DEK	STARD7	0.53878499134885	undirected	NA	NA
